발행회차,발행일자,기준월,평균 LTV,평균 DTI,조기상환율
KHFCMB2020S-38,2020-12-04,2021-08,59.31,27.1,0.2502
KHFCMB2020S-38,2020-12-04,2021-07,59.29,27.09,0.2704
KHFCMB2020S-38,2020-12-04,2021-06,59.26,27.08,0.2643
KHFCMB2020S-38,2020-12-04,2021-03,59.21,27.05,0.26
KHFCMB2020S-38,2020-12-04,2021-02,59.18,27.04,0.27
KHFCMB2020S-38,2020-12-04,2021-01,59.16,27.04,0.21
KHFCMB2020S-38,2020-12-04,2020-12,59.14,27.03,0.19
KHFCMB2020S-37,2020-11-24,2022-06,60.38,28.07,0.5732
KHFCMB2020S-37,2020-11-24,2022-05,60.35,28.07,0.3343
KHFCMB2020S-37,2020-11-24,2022-04,60.33,28.09,0.4311
KHFCMB2020S-37,2020-11-24,2022-03,60.32,28.1,0.2506
KHFCMB2020S-37,2020-11-24,2022-02,60.32,28.11,0.4588
KHFCMB2020S-37,2020-11-24,2022-01,60.31,28.13,0.3287
KHFCMB2020S-37,2020-11-24,2021-12,60.3,28.16,0.5227
KHFCMB2020S-37,2020-11-24,2021-11,60.27,28.16,0.5058
KHFCMB2020S-37,2020-11-24,2021-10,60.23,28.15,0.4152
KHFCMB2020S-37,2020-11-24,2021-09,60.2,28.17,0.4562
KHFCMB2020S-37,2020-11-24,2021-08,60.19,28.19,0.4675
KHFCMB2020S-37,2020-11-24,2021-07,60.18,28.21,0.4532
KHFCMB2020S-37,2020-11-24,2021-06,60.15,28.23,0.4964
KHFCMB2020S-37,2020-11-24,2021-03,60.11,28.34,0.5
KHFCMB2020S-37,2020-11-24,2021-02,60.07,28.34,0.46
KHFCMB2020S-37,2020-11-24,2021-01,60.06,28.36,0.38
KHFCMB2020S-37,2020-11-24,2020-12,60.06,28.38,0.59
KHFCMB2020S-37,2020-11-24,2020-11,60.05,28.4,0.19
KHFCMB2020S-36,2020-11-17,2022-06,60.31,28.25,0.5106
KHFCMB2020S-36,2020-11-17,2022-05,60.32,28.23,0.3108
KHFCMB2020S-36,2020-11-17,2022-04,60.3,28.25,0.3413
KHFCMB2020S-36,2020-11-17,2022-03,60.29,28.24,0.3207
KHFCMB2020S-36,2020-11-17,2022-02,60.28,28.25,0.4268
KHFCMB2020S-36,2020-11-17,2022-01,60.28,28.25,0.3905
KHFCMB2020S-36,2020-11-17,2021-12,60.27,28.26,0.4261
KHFCMB2020S-36,2020-11-17,2021-11,60.24,28.26,0.3553
KHFCMB2020S-36,2020-11-17,2021-10,60.22,28.26,0.5071
KHFCMB2020S-36,2020-11-17,2021-09,60.2,28.27,0.3888
KHFCMB2020S-36,2020-11-17,2021-08,60.19,28.29,0.4477
KHFCMB2020S-36,2020-11-17,2021-07,60.18,28.3,0.4362
KHFCMB2020S-36,2020-11-17,2021-06,60.18,28.31,0.3787
KHFCMB2020S-36,2020-11-17,2021-03,60.14,28.33,0.58
KHFCMB2020S-36,2020-11-17,2021-02,60.13,28.33,0.56
KHFCMB2020S-36,2020-11-17,2021-01,60.11,28.34,0.51
KHFCMB2020S-36,2020-11-17,2020-12,60.11,28.37,0.52
KHFCMB2020S-36,2020-11-17,2020-11,60.1,28.39,0.25
KHFCMB2020S-35,2020-11-10,2022-06,59.38,28.36,0.5612
KHFCMB2020S-35,2020-11-10,2022-05,59.38,28.34,0.5281
KHFCMB2020S-35,2020-11-10,2022-04,59.37,28.34,0.4125
KHFCMB2020S-35,2020-11-10,2022-03,59.34,28.34,0.2702
KHFCMB2020S-35,2020-11-10,2022-02,59.32,28.34,0.3693
KHFCMB2020S-35,2020-11-10,2022-01,59.29,28.34,0.3661
KHFCMB2020S-35,2020-11-10,2021-12,59.29,28.34,0.2802
KHFCMB2020S-35,2020-11-10,2021-11,59.27,28.33,0.5329
KHFCMB2020S-35,2020-11-10,2021-10,59.25,28.32,0.3441
KHFCMB2020S-35,2020-11-10,2021-09,59.22,28.31,0.3688
KHFCMB2020S-35,2020-11-10,2021-08,59.21,28.3,0.3805
KHFCMB2020S-35,2020-11-10,2021-07,59.18,28.31,0.5749
KHFCMB2020S-35,2020-11-10,2021-06,59.18,28.32,0.4718
KHFCMB2020S-35,2020-11-10,2021-03,59.14,28.33,0.39
KHFCMB2020S-35,2020-11-10,2021-02,59.11,28.34,0.39
KHFCMB2020S-35,2020-11-10,2021-01,59.1,28.34,0.36
KHFCMB2020S-35,2020-11-10,2020-12,59.09,28.38,0.47
KHFCMB2020S-35,2020-11-10,2020-11,59.06,28.39,0.4
KHFCMB2020S-34,2020-10-27,2022-06,59.07,26.95,0.7434
KHFCMB2020S-34,2020-10-27,2022-05,59.09,26.97,0.5366
KHFCMB2020S-34,2020-10-27,2022-04,59.1,26.98,0.3926
KHFCMB2020S-34,2020-10-27,2022-03,59.09,26.99,0.2954
KHFCMB2020S-34,2020-10-27,2022-02,59.07,27.01,0.3721
KHFCMB2020S-34,2020-10-27,2022-01,59.05,27.01,0.2816
KHFCMB2020S-34,2020-10-27,2021-12,59.02,27.0,0.4648
KHFCMB2020S-34,2020-10-27,2021-11,58.98,27.0,0.379
KHFCMB2020S-34,2020-10-27,2021-10,58.96,27.0,0.3775
KHFCMB2020S-34,2020-10-27,2021-09,58.92,26.98,0.5084
KHFCMB2020S-34,2020-10-27,2021-08,58.92,26.98,0.4473
KHFCMB2020S-34,2020-10-27,2021-07,58.89,26.95,0.3737
KHFCMB2020S-34,2020-10-27,2021-06,58.87,26.95,0.2581
KHFCMB2020S-34,2020-10-27,2021-03,58.77,26.92,0.4
KHFCMB2020S-34,2020-10-27,2021-02,58.74,26.91,0.63
KHFCMB2020S-34,2020-10-27,2021-01,58.7,26.89,0.43
KHFCMB2020S-34,2020-10-27,2020-12,58.66,26.9,0.6
KHFCMB2020S-34,2020-10-27,2020-11,58.63,26.92,0.35
KHFCMB2020S-34,2020-10-27,2020-10,58.59,26.91,0.2
KHFCMB2020S-33,2020-10-20,2022-06,59.5,27.44,0.6911
KHFCMB2020S-33,2020-10-20,2022-05,59.5,27.47,0.6866
KHFCMB2020S-33,2020-10-20,2022-04,59.47,27.46,0.5913
KHFCMB2020S-33,2020-10-20,2022-03,59.46,27.46,0.3195
KHFCMB2020S-33,2020-10-20,2022-02,59.44,27.46,0.1933
KHFCMB2020S-33,2020-10-20,2022-01,59.42,27.45,0.4692
KHFCMB2020S-33,2020-10-20,2021-12,59.43,27.43,0.2999
KHFCMB2020S-33,2020-10-20,2021-11,59.41,27.43,0.2877
KHFCMB2020S-33,2020-10-20,2021-10,59.39,27.43,0.4179
KHFCMB2020S-33,2020-10-20,2021-09,59.36,27.42,0.6447
KHFCMB2020S-33,2020-10-20,2021-08,59.33,27.43,0.5251
KHFCMB2020S-33,2020-10-20,2021-07,59.31,27.43,0.5588
KHFCMB2020S-33,2020-10-20,2021-06,59.31,27.45,0.5143
KHFCMB2020S-33,2020-10-20,2021-03,59.29,27.49,0.57
KHFCMB2020S-33,2020-10-20,2021-02,59.24,27.48,0.53
KHFCMB2020S-33,2020-10-20,2021-01,59.2,27.47,0.42
KHFCMB2020S-33,2020-10-20,2020-12,59.19,27.48,0.67
KHFCMB2020S-33,2020-10-20,2020-11,59.16,27.48,0.53
KHFCMB2020S-33,2020-10-20,2020-10,59.12,27.52,0.29
KHFCMB2020S-32,2020-10-13,2022-06,58.57,26.73,0.4791
KHFCMB2020S-32,2020-10-13,2022-05,58.58,26.73,0.679
KHFCMB2020S-32,2020-10-13,2022-04,58.58,26.73,0.5997
KHFCMB2020S-32,2020-10-13,2022-03,58.58,26.74,0.3879
KHFCMB2020S-32,2020-10-13,2022-02,58.56,26.73,0.3539
KHFCMB2020S-32,2020-10-13,2022-01,58.54,26.72,0.3919
KHFCMB2020S-32,2020-10-13,2021-12,58.52,26.71,0.3298
KHFCMB2020S-32,2020-10-13,2021-11,58.5,26.7,0.4611
KHFCMB2020S-32,2020-10-13,2021-10,58.49,26.69,0.4592
KHFCMB2020S-32,2020-10-13,2021-09,58.49,26.69,0.2921
KHFCMB2020S-32,2020-10-13,2021-08,58.47,26.69,0.3898
KHFCMB2020S-32,2020-10-13,2021-07,58.44,26.68,0.3841
KHFCMB2020S-32,2020-10-13,2021-06,58.42,26.69,0.3603
KHFCMB2020S-32,2020-10-13,2021-03,58.34,26.67,0.56
KHFCMB2020S-32,2020-10-13,2021-02,58.31,26.67,0.53
KHFCMB2020S-32,2020-10-13,2021-01,58.28,26.66,0.47
KHFCMB2020S-32,2020-10-13,2020-12,58.25,26.67,0.4
KHFCMB2020S-32,2020-10-13,2020-11,58.21,26.66,0.38
KHFCMB2020S-32,2020-10-13,2020-10,58.19,26.66,0.24
KHFCMB2020S-31,2020-09-22,2022-06,59.54,28.28,0.5732
KHFCMB2020S-31,2020-09-22,2022-05,59.52,28.28,0.6664
KHFCMB2020S-31,2020-09-22,2022-04,59.49,28.29,0.6333
KHFCMB2020S-31,2020-09-22,2022-03,59.48,28.28,0.5079
KHFCMB2020S-31,2020-09-22,2022-02,59.49,28.27,0.4865
KHFCMB2020S-31,2020-09-22,2022-01,59.49,28.27,0.3673
KHFCMB2020S-31,2020-09-22,2021-12,59.49,28.28,0.5399
KHFCMB2020S-31,2020-09-22,2021-11,59.5,28.27,0.3771
KHFCMB2020S-31,2020-09-22,2021-10,59.5,28.29,0.2242
KHFCMB2020S-31,2020-09-22,2021-09,59.49,28.28,0.6021
KHFCMB2020S-31,2020-09-22,2021-08,59.48,28.28,0.5326
KHFCMB2020S-31,2020-09-22,2021-07,59.48,28.27,0.3946
KHFCMB2020S-31,2020-09-22,2021-06,59.46,28.28,0.5073
KHFCMB2020S-31,2020-09-22,2021-03,59.45,28.3,0.62
KHFCMB2020S-31,2020-09-22,2021-02,59.44,28.3,0.44
KHFCMB2020S-31,2020-09-22,2021-01,59.43,28.31,0.4
KHFCMB2020S-31,2020-09-22,2020-12,59.41,28.29,0.63
KHFCMB2020S-31,2020-09-22,2020-11,59.41,28.31,0.52
KHFCMB2020S-31,2020-09-22,2020-10,59.4,28.3,0.47
KHFCMB2020S-31,2020-09-22,2020-09,59.38,28.29,0.2
KHFCMB2020S-30,2020-09-15,2022-06,59.66,28.17,0.6143
KHFCMB2020S-30,2020-09-15,2022-05,59.67,28.18,0.4472
KHFCMB2020S-30,2020-09-15,2022-04,59.67,28.19,0.6716
KHFCMB2020S-30,2020-09-15,2022-03,59.69,28.2,0.6473
KHFCMB2020S-30,2020-09-15,2022-02,59.7,28.18,0.4473
KHFCMB2020S-30,2020-09-15,2022-01,59.69,28.18,0.3968
KHFCMB2020S-30,2020-09-15,2021-12,59.68,28.18,0.4249
KHFCMB2020S-30,2020-09-15,2021-11,59.66,28.16,0.4449
KHFCMB2020S-30,2020-09-15,2021-10,59.65,28.17,0.4282
KHFCMB2020S-30,2020-09-15,2021-09,59.64,28.17,0.4449
KHFCMB2020S-30,2020-09-15,2021-08,59.63,28.17,0.4867
KHFCMB2020S-30,2020-09-15,2021-07,59.62,28.19,0.5836
KHFCMB2020S-30,2020-09-15,2021-06,59.62,28.2,0.3273
KHFCMB2020S-30,2020-09-15,2021-03,59.61,28.24,0.49
KHFCMB2020S-30,2020-09-15,2021-02,59.6,28.25,0.52
KHFCMB2020S-30,2020-09-15,2021-01,59.59,28.27,0.55
KHFCMB2020S-30,2020-09-15,2020-12,59.56,28.27,0.52
KHFCMB2020S-30,2020-09-15,2020-11,59.55,28.29,0.37
KHFCMB2020S-30,2020-09-15,2020-10,59.54,28.3,0.39
KHFCMB2020S-30,2020-09-15,2020-09,59.53,28.31,0.26
KHFCMB2020S-29,2020-09-04,2022-06,59.69,27.7,0.6287
KHFCMB2020S-29,2020-09-04,2022-05,59.66,27.7,0.6553
KHFCMB2020S-29,2020-09-04,2022-04,59.64,27.7,0.4906
KHFCMB2020S-29,2020-09-04,2022-03,59.65,27.7,0.5971
KHFCMB2020S-29,2020-09-04,2022-02,59.64,27.71,0.556
KHFCMB2020S-29,2020-09-04,2022-01,59.64,27.71,0.2987
KHFCMB2020S-29,2020-09-04,2021-12,59.63,27.71,0.3253
KHFCMB2020S-29,2020-09-04,2021-11,59.61,27.7,0.485
KHFCMB2020S-29,2020-09-04,2021-10,59.59,27.69,0.3502
KHFCMB2020S-29,2020-09-04,2021-09,59.58,27.67,0.2872
KHFCMB2020S-29,2020-09-04,2021-08,59.58,27.66,0.3425
KHFCMB2020S-29,2020-09-04,2021-07,59.57,27.65,0.6542
KHFCMB2020S-29,2020-09-04,2021-06,59.55,27.66,0.3627
KHFCMB2020S-29,2020-09-04,2021-03,59.51,27.63,0.72
KHFCMB2020S-29,2020-09-04,2021-02,59.51,27.64,0.47
KHFCMB2020S-29,2020-09-04,2021-01,59.49,27.63,0.46
KHFCMB2020S-29,2020-09-04,2020-12,59.47,27.62,0.39
KHFCMB2020S-29,2020-09-04,2020-11,59.46,27.63,0.33
KHFCMB2020S-29,2020-09-04,2020-10,59.44,27.64,0.45
KHFCMB2020S-29,2020-09-04,2020-09,59.41,27.64,0.39
KHFCMB2020S-28,2020-08-21,2022-06,59.34,27.73,0.5089
KHFCMB2020S-28,2020-08-21,2022-05,59.33,27.74,0.4782
KHFCMB2020S-28,2020-08-21,2022-04,59.33,27.74,0.468
KHFCMB2020S-28,2020-08-21,2022-03,59.32,27.75,0.76
KHFCMB2020S-28,2020-08-21,2022-02,59.32,27.76,0.5966
KHFCMB2020S-28,2020-08-21,2022-01,59.31,27.77,0.4117
KHFCMB2020S-28,2020-08-21,2021-12,59.29,27.77,0.469
KHFCMB2020S-28,2020-08-21,2021-11,59.28,27.77,0.4505
KHFCMB2020S-28,2020-08-21,2021-10,59.25,27.76,0.3429
KHFCMB2020S-28,2020-08-21,2021-09,59.23,27.76,0.3906
KHFCMB2020S-28,2020-08-21,2021-08,59.22,27.74,0.412
KHFCMB2020S-28,2020-08-21,2021-07,59.21,27.74,0.3245
KHFCMB2020S-28,2020-08-21,2021-06,59.2,27.74,0.3286
KHFCMB2020S-28,2020-08-21,2021-03,59.16,27.73,0.6
KHFCMB2020S-28,2020-08-21,2021-02,59.14,27.73,0.48
KHFCMB2020S-28,2020-08-21,2021-01,59.12,27.73,0.46
KHFCMB2020S-28,2020-08-21,2020-12,59.1,27.73,0.4
KHFCMB2020S-28,2020-08-21,2020-11,59.08,27.74,0.28
KHFCMB2020S-28,2020-08-21,2020-10,59.07,27.74,0.35
KHFCMB2020S-28,2020-08-21,2020-09,59.05,27.73,0.34
KHFCMB2020S-28,2020-08-21,2020-08,59.03,27.72,0.15
KHFCMB2020S-27,2020-08-14,2022-06,60.01,27.91,0.2911
KHFCMB2020S-27,2020-08-14,2022-05,60.02,27.91,0.5696
KHFCMB2020S-27,2020-08-14,2022-04,60.02,27.89,0.6031
KHFCMB2020S-27,2020-08-14,2022-03,59.99,27.88,0.757
KHFCMB2020S-27,2020-08-14,2022-02,60.0,27.87,0.6186
KHFCMB2020S-27,2020-08-14,2022-01,59.98,27.87,0.3299
KHFCMB2020S-27,2020-08-14,2021-12,59.95,27.85,0.2881
KHFCMB2020S-27,2020-08-14,2021-11,59.94,27.83,0.5005
KHFCMB2020S-27,2020-08-14,2021-10,59.94,27.86,0.4049
KHFCMB2020S-27,2020-08-14,2021-09,59.93,27.86,0.2184
KHFCMB2020S-27,2020-08-14,2021-08,59.92,27.86,0.3578
KHFCMB2020S-27,2020-08-14,2021-07,59.92,27.87,0.2989
KHFCMB2020S-27,2020-08-14,2021-06,59.91,27.86,0.311
KHFCMB2020S-27,2020-08-14,2021-03,59.84,27.88,0.61
KHFCMB2020S-27,2020-08-14,2021-02,59.83,27.89,0.34
KHFCMB2020S-27,2020-08-14,2021-01,59.82,27.88,0.61
KHFCMB2020S-27,2020-08-14,2020-12,59.82,27.88,0.42
KHFCMB2020S-27,2020-08-14,2020-11,59.8,27.87,0.47
KHFCMB2020S-27,2020-08-14,2020-10,59.79,27.87,0.39
KHFCMB2020S-27,2020-08-14,2020-09,59.77,27.86,0.35
KHFCMB2020S-27,2020-08-14,2020-08,59.76,27.88,0.34
KHFCMB2020S-26,2020-08-07,2022-06,60.37,28.71,0.4144
KHFCMB2020S-26,2020-08-07,2022-05,60.37,28.7,0.546
KHFCMB2020S-26,2020-08-07,2022-04,60.38,28.69,0.5654
KHFCMB2020S-26,2020-08-07,2022-03,60.4,28.69,0.7548
KHFCMB2020S-26,2020-08-07,2022-02,60.42,28.69,0.8954
KHFCMB2020S-26,2020-08-07,2022-01,60.4,28.72,0.5878
KHFCMB2020S-26,2020-08-07,2021-12,60.39,28.71,0.4594
KHFCMB2020S-26,2020-08-07,2021-11,60.38,28.7,0.4372
KHFCMB2020S-26,2020-08-07,2021-10,60.38,28.69,0.4638
KHFCMB2020S-26,2020-08-07,2021-09,60.39,28.7,0.301
KHFCMB2020S-26,2020-08-07,2021-08,60.39,28.7,0.3641
KHFCMB2020S-26,2020-08-07,2021-07,60.37,28.7,0.1826
KHFCMB2020S-26,2020-08-07,2021-06,60.36,28.69,0.2988
KHFCMB2020S-26,2020-08-07,2021-03,60.34,28.68,0.74
KHFCMB2020S-26,2020-08-07,2021-02,60.32,28.65,0.37
KHFCMB2020S-26,2020-08-07,2021-01,60.29,28.65,0.34
KHFCMB2020S-26,2020-08-07,2020-12,60.27,28.65,0.29
KHFCMB2020S-26,2020-08-07,2020-11,60.26,28.64,0.39
KHFCMB2020S-26,2020-08-07,2020-10,60.23,28.63,0.24
KHFCMB2020S-26,2020-08-07,2020-09,60.21,28.63,0.28
KHFCMB2020S-26,2020-08-07,2020-08,60.18,28.62,0.33
KHFCMB2020S-25,2020-07-28,2022-06,58.96,27.51,0.3238
KHFCMB2020S-25,2020-07-28,2022-05,58.95,27.5,0.547
KHFCMB2020S-25,2020-07-28,2022-04,58.96,27.48,0.4035
KHFCMB2020S-25,2020-07-28,2022-03,58.95,27.47,0.6317
KHFCMB2020S-25,2020-07-28,2022-02,58.93,27.48,0.8794
KHFCMB2020S-25,2020-07-28,2022-01,58.92,27.48,0.8305
KHFCMB2020S-25,2020-07-28,2021-12,58.91,27.48,0.5957
KHFCMB2020S-25,2020-07-28,2021-11,58.9,27.49,0.8531
KHFCMB2020S-25,2020-07-28,2021-10,58.87,27.49,0.6477
KHFCMB2020S-25,2020-07-28,2021-09,58.87,27.49,0.4896
KHFCMB2020S-25,2020-07-28,2021-08,58.86,27.5,0.4365
KHFCMB2020S-25,2020-07-28,2021-07,58.83,27.5,0.5241
KHFCMB2020S-25,2020-07-28,2021-06,58.82,27.51,0.3521
KHFCMB2020S-25,2020-07-28,2021-03,58.79,27.51,0.64
KHFCMB2020S-25,2020-07-28,2021-02,58.77,27.5,0.64
KHFCMB2020S-25,2020-07-28,2021-01,58.75,27.49,0.5
KHFCMB2020S-25,2020-07-28,2020-12,58.74,27.47,0.48
KHFCMB2020S-25,2020-07-28,2020-11,58.72,27.47,0.46
KHFCMB2020S-25,2020-07-28,2020-10,58.69,27.46,0.48
KHFCMB2020S-25,2020-07-28,2020-09,58.69,27.46,0.44
KHFCMB2020S-25,2020-07-28,2020-08,58.68,27.48,0.38
KHFCMB2020S-25,2020-07-28,2020-07,58.67,27.49,0.1
KHFCMB2020S-24,2020-07-21,2022-06,59.16,27.18,0.5833
KHFCMB2020S-24,2020-07-21,2022-05,59.16,27.16,0.6222
KHFCMB2020S-24,2020-07-21,2022-04,59.16,27.16,0.5638
KHFCMB2020S-24,2020-07-21,2022-03,59.14,27.15,0.7167
KHFCMB2020S-24,2020-07-21,2022-02,59.14,27.14,1.0651
KHFCMB2020S-24,2020-07-21,2022-01,59.13,27.14,0.4452
KHFCMB2020S-24,2020-07-21,2021-12,59.13,27.14,0.4479
KHFCMB2020S-24,2020-07-21,2021-11,59.11,27.14,0.4102
KHFCMB2020S-24,2020-07-21,2021-10,59.09,27.14,0.5116
KHFCMB2020S-24,2020-07-21,2021-09,59.09,27.15,0.4574
KHFCMB2020S-24,2020-07-21,2021-08,59.07,27.15,0.3487
KHFCMB2020S-24,2020-07-21,2021-07,59.06,27.13,0.3893
KHFCMB2020S-24,2020-07-21,2021-06,59.05,27.13,0.4857
KHFCMB2020S-24,2020-07-21,2021-03,59.01,27.09,0.51
KHFCMB2020S-24,2020-07-21,2021-02,58.98,27.08,0.7
KHFCMB2020S-24,2020-07-21,2021-01,58.94,27.06,0.58
KHFCMB2020S-24,2020-07-21,2020-12,58.92,27.04,0.41
KHFCMB2020S-24,2020-07-21,2020-11,58.9,27.03,0.28
KHFCMB2020S-24,2020-07-21,2020-10,58.88,27.03,0.44
KHFCMB2020S-24,2020-07-21,2020-09,58.85,27.03,0.24
KHFCMB2020S-24,2020-07-21,2020-08,58.84,27.02,0.38
KHFCMB2020S-24,2020-07-21,2020-07,58.82,27.01,0.13
KHFCMB2020S-23,2020-07-10,2022-06,58.27,27.75,0.365
KHFCMB2020S-23,2020-07-10,2022-05,58.25,27.73,0.8243
KHFCMB2020S-23,2020-07-10,2022-04,58.25,27.74,0.6764
KHFCMB2020S-23,2020-07-10,2022-03,58.26,27.77,0.5666
KHFCMB2020S-23,2020-07-10,2022-02,58.26,27.77,0.7168
KHFCMB2020S-23,2020-07-10,2022-01,58.26,27.76,0.6863
KHFCMB2020S-23,2020-07-10,2021-12,58.28,27.77,0.4819
KHFCMB2020S-23,2020-07-10,2021-11,58.27,27.76,0.5289
KHFCMB2020S-23,2020-07-10,2021-10,58.24,27.78,0.3979
KHFCMB2020S-23,2020-07-10,2021-09,58.22,27.78,0.5729
KHFCMB2020S-23,2020-07-10,2021-08,58.23,27.84,0.4856
KHFCMB2020S-23,2020-07-10,2021-07,58.23,27.83,0.427
KHFCMB2020S-23,2020-07-10,2021-06,58.2,27.83,0.7237
KHFCMB2020S-23,2020-07-10,2021-03,58.22,27.85,0.78
KHFCMB2020S-23,2020-07-10,2021-02,58.22,27.83,0.56
KHFCMB2020S-23,2020-07-10,2021-01,58.21,27.82,0.57
KHFCMB2020S-23,2020-07-10,2020-12,58.19,27.81,0.42
KHFCMB2020S-23,2020-07-10,2020-11,58.16,27.79,0.7
KHFCMB2020S-23,2020-07-10,2020-10,58.18,27.8,0.61
KHFCMB2020S-23,2020-07-10,2020-09,58.17,27.8,0.39
KHFCMB2020S-23,2020-07-10,2020-08,58.15,27.78,0.25
KHFCMB2020S-23,2020-07-10,2020-07,58.13,27.77,0.46
KHFCMB2020S-22,2020-07-03,2022-06,57.73,28.15,0.5969
KHFCMB2020S-22,2020-07-03,2022-05,57.72,28.14,0.5261
KHFCMB2020S-22,2020-07-03,2022-04,57.7,28.15,0.3092
KHFCMB2020S-22,2020-07-03,2022-03,57.7,28.15,0.5399
KHFCMB2020S-22,2020-07-03,2022-02,57.7,28.14,1.2363
KHFCMB2020S-22,2020-07-03,2022-01,57.7,28.16,0.575
KHFCMB2020S-22,2020-07-03,2021-12,57.7,28.13,0.3767
KHFCMB2020S-22,2020-07-03,2021-11,57.68,28.11,0.5959
KHFCMB2020S-22,2020-07-03,2021-10,57.7,28.11,0.5432
KHFCMB2020S-22,2020-07-03,2021-09,57.71,28.11,0.5081
KHFCMB2020S-22,2020-07-03,2021-08,57.72,28.09,0.6194
KHFCMB2020S-22,2020-07-03,2021-07,57.71,28.06,0.3797
KHFCMB2020S-22,2020-07-03,2021-06,57.71,28.05,0.485
KHFCMB2020S-22,2020-07-03,2021-03,57.7,28.04,0.61
KHFCMB2020S-22,2020-07-03,2021-02,57.66,28.03,0.98
KHFCMB2020S-22,2020-07-03,2021-01,57.65,28.03,0.59
KHFCMB2020S-22,2020-07-03,2020-12,57.65,28.03,0.62
KHFCMB2020S-22,2020-07-03,2020-11,57.64,28.02,0.39
KHFCMB2020S-22,2020-07-03,2020-10,57.63,28.03,0.37
KHFCMB2020S-22,2020-07-03,2020-09,57.61,28.03,0.34
KHFCMB2020S-22,2020-07-03,2020-08,57.61,28.04,0.48
KHFCMB2020S-22,2020-07-03,2020-07,57.59,28.03,0.57
KHFCMB2020S-21,2020-06-26,2022-06,59.59,25.1,0.5297
KHFCMB2020S-21,2020-06-26,2022-05,59.58,25.1,0.3546
KHFCMB2020S-21,2020-06-26,2022-04,59.57,25.11,0.4782
KHFCMB2020S-21,2020-06-26,2022-03,59.56,25.11,0.6415
KHFCMB2020S-21,2020-06-26,2022-02,59.56,25.11,0.3671
KHFCMB2020S-21,2020-06-26,2022-01,59.55,25.11,0.325
KHFCMB2020S-21,2020-06-26,2021-12,59.54,25.1,0.5183
KHFCMB2020S-21,2020-06-26,2021-11,59.53,25.11,0.7043
KHFCMB2020S-21,2020-06-26,2021-10,59.53,25.11,0.5518
KHFCMB2020S-21,2020-06-26,2021-09,59.54,25.12,0.8033
KHFCMB2020S-21,2020-06-26,2021-08,59.54,25.12,0.7091
KHFCMB2020S-21,2020-06-26,2021-07,59.55,25.13,0.7781
KHFCMB2020S-21,2020-06-26,2021-06,59.53,25.13,0.7502
KHFCMB2020S-21,2020-06-26,2021-03,59.53,25.1,0.71
KHFCMB2020S-21,2020-06-26,2021-02,59.49,25.11,0.66
KHFCMB2020S-21,2020-06-26,2021-01,59.48,25.1,0.75
KHFCMB2020S-21,2020-06-26,2020-12,59.45,25.11,0.52
KHFCMB2020S-21,2020-06-26,2020-11,59.45,25.11,0.45
KHFCMB2020S-21,2020-06-26,2020-10,59.44,25.11,0.51
KHFCMB2020S-21,2020-06-26,2020-09,59.41,25.1,0.53
KHFCMB2020S-21,2020-06-26,2020-08,59.39,25.09,0.31
KHFCMB2020S-21,2020-06-26,2020-07,59.38,25.08,0.54
KHFCMB2020S-21,2020-06-26,2020-06,59.36,25.13,0.34
KHFCMB2020S-20,2020-06-23,2022-06,58.82,21.43,0.407
KHFCMB2020S-20,2020-06-23,2022-05,58.81,21.42,0.3865
KHFCMB2020S-20,2020-06-23,2022-04,58.81,21.42,0.4065
KHFCMB2020S-20,2020-06-23,2022-03,58.8,21.41,0.4772
KHFCMB2020S-20,2020-06-23,2022-02,58.8,21.41,0.412
KHFCMB2020S-20,2020-06-23,2022-01,58.8,21.42,0.5159
KHFCMB2020S-20,2020-06-23,2021-12,58.78,21.42,0.5428
KHFCMB2020S-20,2020-06-23,2021-11,58.78,21.42,0.8026
KHFCMB2020S-20,2020-06-23,2021-10,58.76,21.43,0.8119
KHFCMB2020S-20,2020-06-23,2021-09,58.75,21.43,0.7765
KHFCMB2020S-20,2020-06-23,2021-08,58.76,21.43,0.5829
KHFCMB2020S-20,2020-06-23,2021-07,58.75,21.43,0.6521
KHFCMB2020S-20,2020-06-23,2021-06,58.75,21.44,0.5883
KHFCMB2020S-20,2020-06-23,2021-03,58.74,21.46,0.73
KHFCMB2020S-20,2020-06-23,2021-02,58.71,21.46,0.63
KHFCMB2020S-20,2020-06-23,2021-01,58.7,21.46,0.57
KHFCMB2020S-20,2020-06-23,2020-12,58.67,21.45,0.58
KHFCMB2020S-20,2020-06-23,2020-11,58.65,21.44,0.56
KHFCMB2020S-20,2020-06-23,2020-10,58.63,21.43,0.41
KHFCMB2020S-20,2020-06-23,2020-09,58.62,21.42,0.49
KHFCMB2020S-20,2020-06-23,2020-08,58.59,21.42,0.37
KHFCMB2020S-20,2020-06-23,2020-07,58.58,21.41,0.34
KHFCMB2020S-20,2020-06-23,2020-06,58.55,21.41,0.16
KHFCMB2020S-19,2020-06-16,2022-06,58.3,21.42,0.4454
KHFCMB2020S-19,2020-06-16,2022-05,58.29,21.4,0.4548
KHFCMB2020S-19,2020-06-16,2022-04,58.29,21.4,0.4406
KHFCMB2020S-19,2020-06-16,2022-03,58.28,21.4,0.4171
KHFCMB2020S-19,2020-06-16,2022-02,58.28,21.41,0.3656
KHFCMB2020S-19,2020-06-16,2022-01,58.26,21.41,0.379
