발행회차,발행일자,기준월,만기전상환율,가중평균발행금리,주택종합 매매가격지수,주택종합 전세가격지수,소비자물가지수,15-64 실업자 수,코스피 월별 종가,예금은행 대출금리,금리차
MBS 2004-01,2004-06-15,2004-06,0.51,5.04,52.743,51.435,72.119,794.0,785.79,5.99,0.9500000000000002
MBS 2004-01,2004-06-15,2004-07,0.36,5.04,52.603,51.04,72.561,858.0,735.34,5.93,0.8899999999999997
MBS 2004-01,2004-06-15,2004-08,0.42,5.04,52.394,50.554,73.191,842.0,803.57,5.8,0.7599999999999998
MBS 2004-01,2004-06-15,2004-09,0.29,5.04,52.283,50.314,73.191,784.0,835.09,5.63,0.5899999999999999
MBS 2004-01,2004-06-15,2004-10,0.42,5.04,52.157,50.09,73.191,801.0,834.84,5.57,0.5300000000000002
MBS 2004-01,2004-06-15,2004-11,0.6,5.04,51.926,49.714,72.75,813.0,878.06,5.47,0.4299999999999997
MBS 2004-01,2004-06-15,2004-12,0.7,5.04,51.71,49.32,72.877,894.0,895.92,5.41,0.3700000000000001
MBS 2004-01,2004-06-15,2005-01,0.91,5.04,51.567,49.086,73.594,979.0,932.7,5.45,0.41000000000000014
MBS 2004-01,2004-06-15,2005-02,0.95,5.04,51.732,49.185,73.892,983.0,1011.36,5.53,0.4900000000000002
MBS 2004-01,2004-06-15,2005-03,1.27,5.04,51.93,49.404,74.338,949.0,965.68,5.48,0.4400000000000004
MBS 2004-01,2004-06-15,2005-04,1.9,5.04,52.229,49.582,74.413,896.0,911.3,5.32,0.28000000000000025
MBS 2004-01,2004-06-15,2005-05,2.52,5.04,52.512,49.638,74.338,840.0,970.21,5.15,0.11000000000000032
MBS 2004-01,2004-06-15,2005-06,2.3,5.04,52.94,49.721,74.114,864.0,1008.16,5.13,0.08999999999999986
MBS 2004-01,2004-06-15,2005-07,1.96,5.04,53.379,49.775,74.413,875.0,1111.29,5.18,0.13999999999999968
MBS 2004-01,2004-06-15,2005-08,1.75,5.04,53.573,49.874,74.636,832.0,1083.33,5.26,0.21999999999999975
MBS 2004-01,2004-06-15,2005-09,1.97,5.04,53.702,50.277,75.008,858.0,1221.01,5.36,0.3200000000000003
MBS 2004-01,2004-06-15,2005-10,1.36,5.04,53.685,50.619,74.859,861.0,1158.11,5.61,0.5700000000000003
MBS 2004-01,2004-06-15,2005-11,1.63,5.04,53.682,50.738,74.561,775.0,1297.44,5.59,0.5499999999999998
MBS 2004-01,2004-06-15,2005-12,1.55,5.04,53.785,50.818,74.785,823.0,1379.37,5.6,0.5599999999999996
MBS 2004-01,2004-06-15,2006-01,1.26,5.04,53.964,51.002,75.231,867.0,1399.83,5.64,0.5999999999999996
MBS 2004-01,2004-06-15,2006-02,1.87,5.04,54.208,51.222,75.381,947.0,1371.59,5.58,0.54
MBS 2004-01,2004-06-15,2006-03,1.98,5.04,54.556,51.606,75.827,922.0,1359.6,5.46,0.41999999999999993
MBS 2004-01,2004-06-15,2006-04,2.47,5.04,55.038,51.897,75.902,843.0,1419.73,5.42,0.3799999999999999
MBS 2004-01,2004-06-15,2006-05,2.56,5.04,55.6,52.082,76.05,774.0,1317.7,5.41,0.3700000000000001
MBS 2004-01,2004-06-15,2006-06,2.5,5.04,55.866,52.141,75.902,808.0,1295.15,5.48,0.4400000000000004
MBS 2004-01,2004-06-15,2006-07,1.8,5.04,55.986,52.171,76.199,821.0,1297.82,5.79,0.75
MBS 2004-01,2004-06-15,2006-08,1.55,5.04,56.121,52.273,76.645,808.0,1352.74,5.86,0.8200000000000003
MBS 2004-01,2004-06-15,2006-09,1.86,5.04,56.392,52.714,76.868,769.0,1371.41,5.77,0.7299999999999995
MBS 2004-01,2004-06-15,2006-10,2.57,5.04,57.151,53.264,76.496,796.0,1364.55,5.69,0.6500000000000004
MBS 2004-01,2004-06-15,2006-11,3.21,5.04,58.925,53.804,76.125,771.0,1432.21,5.69,0.6500000000000004
MBS 2004-01,2004-06-15,2006-12,2.86,5.04,60.024,54.11,76.348,788.0,1434.46,5.88,0.8399999999999999
MBS 2004-01,2004-06-15,2007-01,1.8,5.04,60.548,54.343,76.496,853.0,1360.23,6.11,1.0700000000000003
MBS 2004-01,2004-06-15,2007-02,1.69,5.04,60.768,54.505,77.017,856.0,1417.34,6.18,1.1399999999999997
MBS 2004-01,2004-06-15,2007-03,1.18,5.04,60.88,54.727,77.464,833.0,1452.55,6.2,1.1600000000000001
MBS 2004-01,2004-06-15,2007-04,2.12,5.04,60.959,54.921,77.761,814.0,1542.24,6.13,1.0899999999999999
MBS 2004-01,2004-06-15,2007-05,2.53,5.04,60.979,54.954,77.836,773.0,1700.91,6.17,1.13
MBS 2004-01,2004-06-15,2007-06,2.3,5.04,61.062,54.962,77.836,774.0,1743.6,6.13,1.0899999999999999
MBS 2004-01,2004-06-15,2007-07,1.95,5.04,61.221,55.013,78.134,793.0,1933.27,6.24,1.2000000000000002
MBS 2004-01,2004-06-15,2007-08,1.63,5.04,61.336,55.081,78.208,760.0,1873.24,6.38,1.3399999999999999
MBS 2004-01,2004-06-15,2007-09,1.11,5.04,61.498,55.247,78.655,723.0,1946.48,6.52,1.4799999999999995
MBS 2004-01,2004-06-15,2007-10,2.55,5.04,61.656,55.376,78.803,727.0,2064.85,6.55,1.5099999999999998
MBS 2004-01,2004-06-15,2007-11,1.93,5.04,61.823,55.454,78.803,729.0,1906.0,6.59,1.5499999999999998
MBS 2004-01,2004-06-15,2007-12,1.93,5.04,61.91,55.491,79.101,732.0,1897.13,6.85,1.8099999999999996
MBS 2004-01,2004-06-15,2008-01,1.49,5.04,62.08,55.577,79.472,771.0,1624.68,7.08,2.04
MBS 2004-01,2004-06-15,2008-02,1.77,5.04,62.271,55.732,79.771,810.0,1711.62,6.72,1.6799999999999997
MBS 2004-01,2004-06-15,2008-03,2.01,5.04,62.746,56.091,80.515,803.0,1703.99,6.7,1.6600000000000001
MBS 2004-01,2004-06-15,2008-04,2.1,5.04,63.294,56.415,80.962,782.0,1825.47,6.8,1.7599999999999998
MBS 2004-01,2004-06-15,2008-05,2.01,5.04,63.679,56.576,81.63,749.0,1852.02,6.79,1.75
MBS 2004-01,2004-06-15,2008-06,2.33,5.04,64.064,56.758,82.151,756.0,1674.92,6.77,1.7299999999999995
MBS 2004-01,2004-06-15,2008-07,2.04,5.04,64.314,56.882,82.747,760.0,1594.67,6.92,1.88
MBS 2004-01,2004-06-15,2008-08,1.6,5.04,64.442,56.973,82.598,757.0,1474.24,7.16,2.12
MBS 2004-01,2004-06-15,2008-09,1.27,5.04,64.591,57.184,82.673,719.0,1448.06,7.25,2.21
MBS 2004-01,2004-06-15,2008-10,1.04,5.04,64.557,57.258,82.598,735.0,1113.06,7.58,2.54
MBS 2004-01,2004-06-15,2008-11,1.0,5.04,64.297,57.066,82.375,745.0,1076.07,7.42,2.38
MBS 2004-01,2004-06-15,2008-12,0.83,5.04,63.833,56.424,82.375,784.0,1124.47,6.81,1.7699999999999996
MBS 2004-01,2004-06-15,2009-01,0.78,5.04,63.479,55.893,82.45,843.0,1162.11,5.63,0.5899999999999999
MBS 2004-01,2004-06-15,2009-02,1.67,5.04,63.32,55.769,83.045,911.0,1063.03,5.38,0.33999999999999986
MBS 2004-01,2004-06-15,2009-03,1.42,5.04,63.209,55.816,83.64,950.0,1206.26,5.43,0.3899999999999997
MBS 2004-01,2004-06-15,2009-04,2.62,5.04,63.247,55.911,83.862,927.0,1369.36,5.3,0.2599999999999998
MBS 2004-01,2004-06-15,2009-05,3.07,5.04,63.315,56.025,83.862,916.0,1395.89,5.25,0.20999999999999996
MBS 2004-01,2004-06-15,2009-06,3.68,5.04,63.438,56.175,83.788,943.0,1390.07,5.25,0.20999999999999996
MBS 2004-01,2004-06-15,2009-07,2.85,5.04,63.611,56.366,84.086,911.0,1557.29,5.29,0.25
MBS 2004-01,2004-06-15,2009-08,2.71,5.04,63.812,56.637,84.384,886.0,1591.85,5.45,0.41000000000000014
MBS 2004-01,2004-06-15,2009-09,2.11,5.04,64.268,57.444,84.459,809.0,1673.14,5.77,0.7299999999999995
MBS 2004-01,2004-06-15,2009-10,1.98,5.04,64.512,57.859,84.235,786.0,1580.69,5.9,0.8600000000000003
MBS 2004-01,2004-06-15,2009-11,1.84,5.04,64.676,58.186,84.384,811.0,1555.6,5.87,0.8300000000000001
MBS 2004-01,2004-06-15,2009-12,2.36,5.04,64.768,58.336,84.682,821.0,1682.77,5.9,0.8600000000000003
MBS 2004-01,2004-06-15,2010-01,1.9,5.04,64.851,58.508,85.351,1087.0,1602.43,5.88,0.8399999999999999
MBS 2004-01,2004-06-15,2010-02,1.91,5.04,65.04,58.872,85.523,1076.0,1594.58,5.75,0.71
MBS 2004-01,2004-06-15,2010-03,2.11,5.04,65.201,59.271,85.696,971.0,1692.85,5.47,0.4299999999999997
MBS 2004-01,2004-06-15,2010-04,2.79,5.04,65.327,59.643,86.041,914.0,1741.56,5.07,0.03000000000000025
MBS 2004-01,2004-06-15,2010-05,2.33,5.04,65.358,59.886,86.128,780.0,1641.25,4.78,-0.2599999999999998
MBS 2004-01,2004-06-15,2010-06,2.76,5.04,65.365,60.123,86.041,853.0,1698.29,4.62,-0.41999999999999993
MBS 2004-01,2004-06-15,2010-07,3.23,5.04,65.303,60.282,86.214,903.0,1759.33,4.7,-0.33999999999999986
MBS 2004-01,2004-06-15,2010-08,3.51,5.04,65.271,60.499,86.647,817.0,1742.75,4.81,-0.23000000000000043
MBS 2004-01,2004-06-15,2010-09,3.35,5.04,65.333,60.887,87.337,844.0,1872.81,4.8,-0.2400000000000002
MBS 2004-01,2004-06-15,2010-10,3.26,5.04,65.469,61.397,87.337,821.0,1882.95,4.74,-0.2999999999999998
MBS 2004-01,2004-06-15,2010-11,4.88,5.04,65.721,62.036,86.906,729.0,1904.63,4.65,-0.3899999999999997
MBS 2004-01,2004-06-15,2010-12,2.93,5.04,65.991,62.492,87.251,835.0,2051.0,4.67,-0.3700000000000001
MBS 2004-01,2004-06-15,2011-01,2.67,5.04,66.3,63.026,88.288,889.0,2069.73,4.8,-0.2400000000000002
MBS 2004-01,2004-06-15,2011-02,3.03,5.04,66.83,64.046,88.892,986.0,1939.3,4.86,-0.17999999999999972
MBS 2004-01,2004-06-15,2011-03,3.84,5.04,67.482,65.164,89.238,1014.0,2106.7,4.89,-0.15000000000000036
MBS 2004-01,2004-06-15,2011-04,2.99,5.04,68.037,65.947,89.325,914.0,2192.36,4.88,-0.16000000000000014
MBS 2004-01,2004-06-15,2011-05,4.09,5.04,68.511,66.492,89.497,799.0,2142.47,4.9,-0.13999999999999968
MBS 2004-01,2004-06-15,2011-06,3.13,5.04,68.848,66.926,89.67,821.0,2100.69,4.87,-0.16999999999999993
MBS 2004-01,2004-06-15,2011-07,3.05,5.04,69.129,67.457,90.102,822.0,2133.21,4.9,-0.13999999999999968
MBS 2004-01,2004-06-15,2011-08,2.86,5.04,69.47,68.189,90.707,750.0,1880.11,4.97,-0.07000000000000028
MBS 2004-01,2004-06-15,2011-09,2.65,5.04,69.848,69.135,90.62,740.0,1769.65,5.0,-0.040000000000000036
MBS 2004-01,2004-06-15,2011-10,3.89,5.04,70.126,69.758,90.448,724.0,1909.03,5.01,-0.03000000000000025
MBS 2004-01,2004-06-15,2011-11,3.58,5.04,70.403,70.12,90.534,716.0,1847.51,5.01,-0.03000000000000025
MBS 2004-01,2004-06-15,2011-12,2.75,5.04,70.521,70.181,90.879,739.0,1825.74,4.95,-0.08999999999999986
MBS 2004-01,2004-06-15,2012-01,2.45,5.04,70.631,70.355,91.242,810.0,1955.79,5.06,0.019999999999999574
MBS 2004-01,2004-06-15,2012-02,2.71,5.04,70.749,70.619,91.588,922.0,2030.25,5.02,-0.020000000000000462
MBS 2004-01,2004-06-15,2012-03,4.34,5.04,70.856,70.951,91.614,895.0,2014.04,5.0,-0.040000000000000036
MBS 2004-01,2004-06-15,2012-04,3.59,5.04,70.932,71.247,91.605,870.0,1981.99,4.94,-0.09999999999999964
MBS 2004-01,2004-06-15,2012-05,3.83,5.04,70.967,71.376,91.769,792.0,1843.47,4.85,-0.1900000000000004
MBS 2004-01,2004-06-15,2012-06,4.75,5.04,70.941,71.462,91.639,806.0,1854.01,4.76,-0.28000000000000025
MBS 2004-01,2004-06-15,2012-07,3.63,5.04,70.861,71.557,91.432,777.0,1881.99,4.64,-0.40000000000000036
MBS 2004-01,2004-06-15,2012-08,3.68,5.04,70.79,71.63,91.855,742.0,1905.12,4.41,-0.6299999999999999
MBS 2004-01,2004-06-15,2012-09,5.12,5.04,70.683,71.868,92.512,736.0,1996.21,4.29,-0.75
MBS 2004-01,2004-06-15,2012-10,4.64,5.04,70.603,72.228,92.339,701.0,1912.06,4.23,-0.8099999999999996
MBS 2004-01,2004-06-15,2012-11,5.63,5.04,70.55,72.505,92.011,699.0,1932.9,4.19,-0.8499999999999996
MBS 2004-01,2004-06-15,2012-12,3.53,5.04,70.501,72.654,92.175,719.0,1997.05,4.16,-0.8799999999999999
MBS 2004-01,2004-06-15,2013-01,4.69,5.04,70.462,72.82,92.728,791.0,1961.94,4.17,-0.8700000000000001
MBS 2004-01,2004-06-15,2013-02,0.04,5.04,70.421,73.017,93.038,904.0,2026.49,4.06,-0.9800000000000004
MBS 2004-01,2004-06-15,2013-03,6.1,5.04,70.389,73.337,92.952,854.0,2004.89,3.97,-1.0699999999999998
MBS 2004-01,2004-06-15,2013-04,5.21,5.04,70.391,73.603,92.823,809.0,1963.95,3.86,-1.1800000000000002
MBS 2004-01,2004-06-15,2013-05,5.21,5.04,70.381,73.741,92.823,780.0,2001.05,3.77,-1.27
MBS 2004-01,2004-06-15,2013-06,4.73,5.04,70.353,73.907,92.71,789.0,1863.32,3.73,-1.31
MBS 2004-01,2004-06-15,2013-07,2.44,5.04,70.351,74.179,92.909,813.0,1914.03,3.77,-1.27
MBS 2004-01,2004-06-15,2013-08,4.44,5.04,70.323,74.598,93.238,768.0,1926.36,3.8,-1.2400000000000002
MBS 2004-01,2004-06-15,2013-09,3.14,5.04,70.36,75.2,93.419,709.0,1996.96,3.82,-1.2200000000000002
MBS 2004-01,2004-06-15,2013-10,3.8,5.04,70.503,75.872,93.134,707.0,2030.09,3.81,-1.23
MBS 2004-01,2004-06-15,2013-11,3.94,5.04,70.626,76.363,93.116,684.0,2044.87,3.77,-1.27
MBS 2004-01,2004-06-15,2013-12,2.7,5.04,70.762,76.805,93.229,751.0,2011.34,3.74,-1.2999999999999998
MBS 2004-01,2004-06-15,2014-01,2.67,5.04,70.842,77.123,93.73,817.0,1941.15,3.75,-1.29
MBS 2004-01,2004-06-15,2014-02,4.93,5.04,70.957,77.492,93.98,1036.0,1979.99,3.71,-1.33
MBS 2004-01,2004-06-15,2014-03,5.97,5.04,71.157,77.901,94.153,974.0,1985.61,3.69,-1.35
MBS 2004-01,2004-06-15,2014-04,5.33,5.04,71.304,78.175,94.214,1006.0,1961.79,3.69,-1.35
MBS 2004-01,2004-06-15,2014-05,5.41,5.04,71.351,78.287,94.369,928.0,1994.96,3.63,-1.4100000000000001
MBS 2004-01,2004-06-15,2014-06,1.49,5.04,71.401,78.424,94.248,930.0,2002.21,3.58,-1.46
MBS 2004-01,2004-06-15,2014-07,4.84,5.04,71.466,78.564,94.386,893.0,2076.12,3.53,-1.5100000000000002
MBS 2004-01,2004-06-15,2014-08,2.25,5.04,71.562,78.74,94.551,868.0,2068.54,3.5,-1.54
MBS 2004-01,2004-06-15,2014-09,5.26,5.04,71.758,79.01,94.49,826.0,2020.09,3.5,-1.54
MBS 2004-01,2004-06-15,2014-10,4.14,5.04,71.97,79.269,94.205,831.0,1964.43,3.38,-1.6600000000000001
MBS 2004-01,2004-06-15,2014-11,4.89,5.04,72.116,79.488,94.015,801.0,1980.78,3.3,-1.7400000000000002
MBS 2004-01,2004-06-15,2014-12,6.43,5.04,72.249,79.744,94.006,860.0,1915.59,3.33,-1.71
MBS 2004-01,2004-06-15,2015-01,2.05,5.04,72.345,79.955,94.643,903.0,1949.26,3.34,-1.7000000000000002
MBS 2004-01,2004-06-15,2015-02,4.72,5.04,72.509,80.228,94.587,1070.0,1985.8,3.24,-1.7999999999999998
MBS 2004-01,2004-06-15,2015-03,5.96,5.04,72.809,80.703,94.596,1016.0,2041.03,2.97,-2.07
MBS 2004-01,2004-06-15,2015-04,7.6,5.04,73.169,81.199,94.625,1010.0,2127.17,2.81,-2.23
MBS 2004-01,2004-06-15,2015-05,6.23,5.04,73.441,81.538,94.89,984.0,2114.8,3.06,-1.98
MBS 2004-01,2004-06-15,2015-06,5.9,5.04,73.778,81.977,94.909,1012.0,2074.2,3.01,-2.0300000000000002
MBS 2004-01,2004-06-15,2015-07,4.34,5.04,74.092,82.395,95.08,962.0,2030.16,2.96,-2.08
MBS 2004-01,2004-06-15,2015-08,2.69,5.04,74.381,82.756,95.213,897.0,1941.49,2.94,-2.1
MBS 2004-01,2004-06-15,2015-09,2.19,5.04,74.731,83.214,94.966,836.0,1962.81,2.92,-2.12
MBS 2004-01,2004-06-15,2015-10,0.32,5.04,74.984,83.55,94.966,804.0,2029.47,2.9,-2.14
MBS 2004-01,2004-06-15,2015-11,1.81,5.04,75.304,83.964,94.786,801.0,1991.97,3.04,-2.0
MBS 2004-01,2004-06-15,2015-12,3.08,5.04,75.441,84.181,95.07,836.0,1961.31,3.12,-1.92
MBS 2004-01,2004-06-15,2016-01,2.85,5.04,75.504,84.343,95.232,913.0,1912.06,3.1,-1.94
MBS 2004-01,2004-06-15,2016-02,2.48,5.04,75.558,84.5,95.64,1153.0,1916.66,2.99,-2.05
MBS 2004-01,2004-06-15,2016-03,0.0,5.04,75.584,84.625,95.393,1111.0,1995.85,2.97,-2.07
MBS 2004-01,2004-06-15,2016-04,0.0,5.04,75.615,84.718,95.573,1041.0,1994.15,2.93,-2.11
MBS 2004-01,2004-06-15,2020-09,0.0,5.04,83.798,87.962,100.74,954.0,2327.89,2.44,-2.6
MBS 2004-01,2004-06-15,2020-10,0.0,5.04,84.359,88.689,100.18,979.0,2267.15,2.47,-2.57
MBS 2004-01,2004-06-15,2020-11,0.0,5.04,85.568,90.181,100.09,923.0,2591.34,2.56,-2.48
MBS 2004-01,2004-06-15,2020-12,0.0,5.04,86.735,91.176,100.33,943.0,2873.47,2.59,-2.45
MBS 2004-01,2004-06-15,2021-01,0.0,5.04,87.767,91.934,101.04,1149.0,2976.21,2.63,-2.41
MBS 2004-01,2004-06-15,2021-02,0.0,5.04,88.962,92.627,101.58,1177.0,3012.95,2.66,-2.38
MBS 2004-01,2004-06-15,2021-03,0.0,5.04,90.135,93.273,101.84,1129.0,3061.42,2.73,-2.31
MBS 2004-01,2004-06-15,2021-04,0.0,5.04,91.091,93.835,101.98,1068.0,3147.86,2.73,-2.31
MBS 2004-01,2004-06-15,2021-05,0.0,5.04,91.964,94.372,102.05,1066.0,3203.92,2.69,-2.35
MBS 2004-01,2004-06-15,2021-06,0.0,5.04,93.169,95.202,102.05,1021.0,3296.68,2.74,-2.3
MBS 2004-01,2004-06-15,2021-07,0.0,5.04,94.256,96.053,102.26,860.0,3202.32,2.81,-2.23
MBS 2004-01,2004-06-15,2021-08,0.0,5.04,95.666,97.04,102.75,706.0,3199.27,2.88,-2.16
MBS 2004-01,2004-06-15,2021-09,0.0,5.04,97.123,97.976,103.17,711.0,3068.82,3.01,-2.0300000000000002
MBS 2004-01,2004-06-15,2021-10,0.0,5.04,98.14,98.579,103.35,736.0,2970.68,3.26,-1.7800000000000002
MBS 2004-01,2004-06-15,2021-11,0.0,5.04,99.224,99.301,103.87,694.0,2839.01,3.51,-1.5300000000000002
MBS 2004-01,2004-06-15,2021-12,0.0,5.04,99.72,99.728,104.04,697.0,2977.65,3.63,-1.4100000000000001
MBS 2004-01,2004-06-15,2022-01,0.0,5.04,100.0,100.0,104.69,780.0,2663.34,3.85,-1.19
MBS 2004-01,2004-06-15,2022-02,0.0,5.04,100.207,100.197,105.3,800.0,2699.18,3.88,-1.1600000000000001
MBS 2004-01,2004-06-15,2022-03,0.0,5.04,100.306,100.337,106.06,798.0,2757.65,3.84,-1.2000000000000002
MBS 2004-01,2004-06-15,2022-04,0.0,5.04,100.517,100.543,106.85,813.0,2695.05,3.9,-1.1400000000000001
MBS 2004-01,2004-06-15,2022-05,0.0,5.04,100.768,100.814,107.56,830.0,2685.9,3.9,-1.1400000000000001
MBS 2004-01,2004-06-15,2022-06,0.0,5.04,100.869,100.912,108.22,824.0,2332.64,4.04,-1.0
MBS 2004-02,2004-07-28,2004-07,0.18,5.0,52.603,51.04,72.561,858.0,735.34,5.93,0.9299999999999997
MBS 2004-02,2004-07-28,2004-08,0.39,5.0,52.394,50.554,73.191,842.0,803.57,5.8,0.7999999999999998
MBS 2004-02,2004-07-28,2004-09,0.41,5.0,52.283,50.314,73.191,784.0,835.09,5.63,0.6299999999999999
MBS 2004-02,2004-07-28,2004-10,0.8,5.0,52.157,50.09,73.191,801.0,834.84,5.57,0.5700000000000003
MBS 2004-02,2004-07-28,2004-11,0.49,5.0,51.926,49.714,72.75,813.0,878.06,5.47,0.46999999999999975
MBS 2004-02,2004-07-28,2004-12,0.64,5.0,51.71,49.32,72.877,894.0,895.92,5.41,0.41000000000000014
MBS 2004-02,2004-07-28,2005-01,0.63,5.0,51.567,49.086,73.594,979.0,932.7,5.45,0.4500000000000002
MBS 2004-02,2004-07-28,2005-02,0.7,5.0,51.732,49.185,73.892,983.0,1011.36,5.53,0.5300000000000002
MBS 2004-02,2004-07-28,2005-03,1.11,5.0,51.93,49.404,74.338,949.0,965.68,5.48,0.4800000000000004
MBS 2004-02,2004-07-28,2005-04,1.24,5.0,52.229,49.582,74.413,896.0,911.3,5.32,0.3200000000000003
MBS 2004-02,2004-07-28,2005-05,2.01,5.0,52.512,49.638,74.338,840.0,970.21,5.15,0.15000000000000036
MBS 2004-02,2004-07-28,2005-06,2.56,5.0,52.94,49.721,74.114,864.0,1008.16,5.13,0.1299999999999999
MBS 2004-02,2004-07-28,2005-07,1.74,5.0,53.379,49.775,74.413,875.0,1111.29,5.18,0.17999999999999972
MBS 2004-02,2004-07-28,2005-08,1.39,5.0,53.573,49.874,74.636,832.0,1083.33,5.26,0.2599999999999998
MBS 2004-02,2004-07-28,2005-09,1.19,5.0,53.702,50.277,75.008,858.0,1221.01,5.36,0.3600000000000003
MBS 2004-02,2004-07-28,2005-10,1.52,5.0,53.685,50.619,74.859,861.0,1158.11,5.61,0.6100000000000003
MBS 2004-02,2004-07-28,2005-11,0.98,5.0,53.682,50.738,74.561,775.0,1297.44,5.59,0.5899999999999999
MBS 2004-02,2004-07-28,2005-12,1.38,5.0,53.785,50.818,74.785,823.0,1379.37,5.6,0.5999999999999996
MBS 2004-02,2004-07-28,2006-01,1.35,5.0,53.964,51.002,75.231,867.0,1399.83,5.64,0.6399999999999997
MBS 2004-02,2004-07-28,2006-02,1.53,5.0,54.208,51.222,75.381,947.0,1371.59,5.58,0.5800000000000001
MBS 2004-02,2004-07-28,2006-03,1.93,5.0,54.556,51.606,75.827,922.0,1359.6,5.46,0.45999999999999996
MBS 2004-02,2004-07-28,2006-04,1.65,5.0,55.038,51.897,75.902,843.0,1419.73,5.42,0.41999999999999993
MBS 2004-02,2004-07-28,2006-05,1.9,5.0,55.6,52.082,76.05,774.0,1317.7,5.41,0.41000000000000014
MBS 2004-02,2004-07-28,2006-06,2.2,5.0,55.866,52.141,75.902,808.0,1295.15,5.48,0.4800000000000004
MBS 2004-02,2004-07-28,2006-07,1.49,5.0,55.986,52.171,76.199,821.0,1297.82,5.79,0.79
MBS 2004-02,2004-07-28,2006-08,1.42,5.0,56.121,52.273,76.645,808.0,1352.74,5.86,0.8600000000000003
MBS 2004-02,2004-07-28,2006-09,1.48,5.0,56.392,52.714,76.868,769.0,1371.41,5.77,0.7699999999999996
MBS 2004-02,2004-07-28,2006-10,1.93,5.0,57.151,53.264,76.496,796.0,1364.55,5.69,0.6900000000000004
MBS 2004-02,2004-07-28,2006-11,2.36,5.0,58.925,53.804,76.125,771.0,1432.21,5.69,0.6900000000000004
MBS 2004-02,2004-07-28,2006-12,2.12,5.0,60.024,54.11,76.348,788.0,1434.46,5.88,0.8799999999999999
MBS 2004-02,2004-07-28,2007-01,1.22,5.0,60.548,54.343,76.496,853.0,1360.23,6.11,1.1100000000000003
MBS 2004-02,2004-07-28,2007-02,1.54,5.0,60.768,54.505,77.017,856.0,1417.34,6.18,1.1799999999999997
MBS 2004-02,2004-07-28,2007-03,1.37,5.0,60.88,54.727,77.464,833.0,1452.55,6.2,1.2000000000000002
MBS 2004-02,2004-07-28,2007-04,1.49,5.0,60.959,54.921,77.761,814.0,1542.24,6.13,1.13
MBS 2004-02,2004-07-28,2007-05,1.8,5.0,60.979,54.954,77.836,773.0,1700.91,6.17,1.17
MBS 2004-02,2004-07-28,2007-06,1.71,5.0,61.062,54.962,77.836,774.0,1743.6,6.13,1.13
MBS 2004-02,2004-07-28,2007-07,1.99,5.0,61.221,55.013,78.134,793.0,1933.27,6.24,1.2400000000000002
MBS 2004-02,2004-07-28,2007-08,1.44,5.0,61.336,55.081,78.208,760.0,1873.24,6.38,1.38
MBS 2004-02,2004-07-28,2007-09,1.09,5.0,61.498,55.247,78.655,723.0,1946.48,6.52,1.5199999999999996
MBS 2004-02,2004-07-28,2007-10,1.47,5.0,61.656,55.376,78.803,727.0,2064.85,6.55,1.5499999999999998
MBS 2004-02,2004-07-28,2007-11,1.78,5.0,61.823,55.454,78.803,729.0,1906.0,6.59,1.5899999999999999
MBS 2004-02,2004-07-28,2007-12,1.55,5.0,61.91,55.491,79.101,732.0,1897.13,6.85,1.8499999999999996
MBS 2004-02,2004-07-28,2008-01,1.39,5.0,62.08,55.577,79.472,771.0,1624.68,7.08,2.08
MBS 2004-02,2004-07-28,2008-02,1.28,5.0,62.271,55.732,79.771,810.0,1711.62,6.72,1.7199999999999998
MBS 2004-02,2004-07-28,2008-03,1.58,5.0,62.746,56.091,80.515,803.0,1703.99,6.7,1.7000000000000002
MBS 2004-02,2004-07-28,2008-04,2.11,5.0,63.294,56.415,80.962,782.0,1825.47,6.8,1.7999999999999998
MBS 2004-02,2004-07-28,2008-05,1.79,5.0,63.679,56.576,81.63,749.0,1852.02,6.79,1.79
MBS 2004-02,2004-07-28,2008-06,1.92,5.0,64.064,56.758,82.151,756.0,1674.92,6.77,1.7699999999999996
MBS 2004-02,2004-07-28,2008-07,1.77,5.0,64.314,56.882,82.747,760.0,1594.67,6.92,1.92
MBS 2004-02,2004-07-28,2008-08,1.05,5.0,64.442,56.973,82.598,757.0,1474.24,7.16,2.16
MBS 2004-02,2004-07-28,2008-09,1.16,5.0,64.591,57.184,82.673,719.0,1448.06,7.25,2.25
MBS 2004-02,2004-07-28,2008-10,1.11,5.0,64.557,57.258,82.598,735.0,1113.06,7.58,2.58
MBS 2004-02,2004-07-28,2008-11,0.68,5.0,64.297,57.066,82.375,745.0,1076.07,7.42,2.42
MBS 2004-02,2004-07-28,2008-12,0.6,5.0,63.833,56.424,82.375,784.0,1124.47,6.81,1.8099999999999996
MBS 2004-02,2004-07-28,2009-01,0.89,5.0,63.479,55.893,82.45,843.0,1162.11,5.63,0.6299999999999999
MBS 2004-02,2004-07-28,2009-02,1.54,5.0,63.32,55.769,83.045,911.0,1063.03,5.38,0.3799999999999999
MBS 2004-02,2004-07-28,2009-03,1.14,5.0,63.209,55.816,83.64,950.0,1206.26,5.43,0.4299999999999997
MBS 2004-02,2004-07-28,2009-04,1.55,5.0,63.247,55.911,83.862,927.0,1369.36,5.3,0.2999999999999998
MBS 2004-02,2004-07-28,2009-05,2.23,5.0,63.315,56.025,83.862,916.0,1395.89,5.25,0.25
