,발행회차,기준월,만기전상환율,발행일자_y,가중평균발행금리
25785,MBS 2015-14,2019-11,1.04,2015-06-23,2.48
25786,MBS 2015-14,2019-12,1.08,2015-06-23,2.48
25787,MBS 2015-14,2020-01,1.11,2015-06-23,2.48
25788,MBS 2015-14,2020-02,1.38,2015-06-23,2.48
25789,MBS 2015-14,2020-03,1.42,2015-06-23,2.48
25790,MBS 2015-14,2020-04,1.07,2015-06-23,2.48
25791,MBS 2015-14,2020-05,1.08,2015-06-23,2.48
25792,MBS 2015-14,2020-06,1.2,2015-06-23,2.48
25793,MBS 2015-14,2020-07,1.41,2015-06-23,2.48
25794,MBS 2015-14,2020-08,1.17,2015-06-23,2.48
25795,MBS 2015-14,2020-09,1.4,2015-06-23,2.48
25796,MBS 2015-14,2020-10,1.25,2015-06-23,2.48
25797,MBS 2015-14,2020-11,1.06,2015-06-23,2.48
25798,MBS 2015-14,2020-12,1.07,2015-06-23,2.48
25799,MBS 2015-14,2021-01,1.14,2015-06-23,2.48
25800,MBS 2015-14,2021-02,1.18,2015-06-23,2.48
25801,MBS 2015-14,2021-03,1.21,2015-06-23,2.48
25802,MBS 2015-14,2021-04,1.12,2015-06-23,2.48
25803,MBS 2015-14,2021-05,1.0406,2015-06-23,2.48
25804,MBS 2015-14,2021-06,0.9533,2015-06-23,2.48
25805,MBS 2015-14,2021-07,1.0701,2015-06-23,2.48
25806,MBS 2015-14,2021-08,0.8006,2015-06-23,2.48
25807,MBS 2015-14,2021-09,0.823,2015-06-23,2.48
25808,MBS 2015-14,2021-10,0.7551,2015-06-23,2.48
25809,MBS 2015-14,2021-11,0.6523,2015-06-23,2.48
25810,MBS 2015-14,2021-12,0.5897,2015-06-23,2.48
25811,MBS 2015-14,2022-01,0.7218,2015-06-23,2.48
25812,MBS 2015-14,2022-02,0.6233,2015-06-23,2.48
25813,MBS 2015-14,2022-03,0.426,2015-06-23,2.48
25814,MBS 2015-14,2022-04,0.5207,2015-06-23,2.48
25815,MBS 2015-14,2022-05,0.5034,2015-06-23,2.48
25816,MBS 2015-14,2022-06,0.5613,2015-06-23,2.48
25817,MBS 2015-15,2015-06,0.15,2015-06-30,2.49
25818,MBS 2015-15,2015-07,0.4,2015-06-30,2.49
25819,MBS 2015-15,2015-08,0.37,2015-06-30,2.49
25820,MBS 2015-15,2015-09,0.46,2015-06-30,2.49
25821,MBS 2015-15,2015-10,0.62,2015-06-30,2.49
25822,MBS 2015-15,2015-11,0.64,2015-06-30,2.49
25823,MBS 2015-15,2015-12,0.72,2015-06-30,2.49
25824,MBS 2015-15,2016-01,0.5,2015-06-30,2.49
25825,MBS 2015-15,2016-02,0.63,2015-06-30,2.49
25826,MBS 2015-15,2016-03,0.66,2015-06-30,2.49
25827,MBS 2015-15,2016-04,0.66,2015-06-30,2.49
25828,MBS 2015-15,2016-05,0.73,2015-06-30,2.49
25829,MBS 2015-15,2016-06,0.79,2015-06-30,2.49
25830,MBS 2015-15,2016-07,0.84,2015-06-30,2.49
25831,MBS 2015-15,2016-08,0.96,2015-06-30,2.49
25832,MBS 2015-15,2016-09,0.92,2015-06-30,2.49
25833,MBS 2015-15,2016-10,1.03,2015-06-30,2.49
25834,MBS 2015-15,2016-11,1.03,2015-06-30,2.49
25835,MBS 2015-15,2016-12,0.9,2015-06-30,2.49
25836,MBS 2015-15,2017-01,0.69,2015-06-30,2.49
25837,MBS 2015-15,2017-02,0.92,2015-06-30,2.49
25838,MBS 2015-15,2017-03,0.84,2015-06-30,2.49
25839,MBS 2015-15,2017-04,0.69,2015-06-30,2.49
25840,MBS 2015-15,2017-05,0.8,2015-06-30,2.49
25841,MBS 2015-15,2017-06,0.81,2015-06-30,2.49
25842,MBS 2015-15,2017-07,0.75,2015-06-30,2.49
25843,MBS 2015-15,2017-08,0.82,2015-06-30,2.49
25844,MBS 2015-15,2017-09,0.92,2015-06-30,2.49
25845,MBS 2015-15,2017-10,0.78,2015-06-30,2.49
25846,MBS 2015-15,2017-11,0.81,2015-06-30,2.49
25847,MBS 2015-15,2017-12,0.68,2015-06-30,2.49
25848,MBS 2015-15,2018-01,0.76,2015-06-30,2.49
25849,MBS 2015-15,2018-02,0.86,2015-06-30,2.49
25850,MBS 2015-15,2018-03,0.9,2015-06-30,2.49
25851,MBS 2015-15,2018-04,0.8,2015-06-30,2.49
25852,MBS 2015-15,2018-05,0.77,2015-06-30,2.49
25853,MBS 2015-15,2018-06,0.73,2015-06-30,2.49
25854,MBS 2015-15,2018-07,0.66,2015-06-30,2.49
25855,MBS 2015-15,2018-08,0.76,2015-06-30,2.49
25856,MBS 2015-15,2018-09,0.66,2015-06-30,2.49
25857,MBS 2015-15,2018-10,0.87,2015-06-30,2.49
25858,MBS 2015-15,2018-11,0.74,2015-06-30,2.49
25859,MBS 2015-15,2018-12,0.58,2015-06-30,2.49
25860,MBS 2015-15,2019-01,0.66,2015-06-30,2.49
25861,MBS 2015-15,2019-02,0.7,2015-06-30,2.49
25862,MBS 2015-15,2019-03,0.69,2015-06-30,2.49
25863,MBS 2015-15,2019-04,0.78,2015-06-30,2.49
25864,MBS 2015-15,2019-05,0.72,2015-06-30,2.49
25865,MBS 2015-15,2019-06,0.71,2015-06-30,2.49
25866,MBS 2015-15,2019-07,0.72,2015-06-30,2.49
25867,MBS 2015-15,2019-08,0.74,2015-06-30,2.49
25868,MBS 2015-15,2019-09,0.9,2015-06-30,2.49
25869,MBS 2015-15,2019-10,0.9,2015-06-30,2.49
25870,MBS 2015-15,2019-11,1.02,2015-06-30,2.49
25871,MBS 2015-15,2019-12,1.12,2015-06-30,2.49
25872,MBS 2015-15,2020-01,1.23,2015-06-30,2.49
25873,MBS 2015-15,2020-02,1.48,2015-06-30,2.49
25874,MBS 2015-15,2020-03,1.29,2015-06-30,2.49
25875,MBS 2015-15,2020-04,1.25,2015-06-30,2.49
25876,MBS 2015-15,2020-05,1.14,2015-06-30,2.49
25877,MBS 2015-15,2020-06,1.31,2015-06-30,2.49
25878,MBS 2015-15,2020-07,1.43,2015-06-30,2.49
25879,MBS 2015-15,2020-08,1.41,2015-06-30,2.49
25880,MBS 2015-15,2020-09,1.22,2015-06-30,2.49
25881,MBS 2015-15,2020-10,1.0,2015-06-30,2.49
25882,MBS 2015-15,2020-11,1.05,2015-06-30,2.49
25883,MBS 2015-15,2020-12,1.19,2015-06-30,2.49
25884,MBS 2015-15,2021-01,1.27,2015-06-30,2.49
25885,MBS 2015-15,2021-02,1.15,2015-06-30,2.49
25886,MBS 2015-15,2021-03,1.28,2015-06-30,2.49
25887,MBS 2015-15,2021-04,1.06,2015-06-30,2.49
25888,MBS 2015-15,2021-05,0.8548,2015-06-30,2.49
25889,MBS 2015-15,2021-06,0.9127,2015-06-30,2.49
25890,MBS 2015-15,2021-07,0.8764,2015-06-30,2.49
25891,MBS 2015-15,2021-08,0.7763,2015-06-30,2.49
25892,MBS 2015-15,2021-09,0.9506,2015-06-30,2.49
25893,MBS 2015-15,2021-10,0.6248,2015-06-30,2.49
25894,MBS 2015-15,2021-11,0.6816,2015-06-30,2.49
25895,MBS 2015-15,2021-12,0.626,2015-06-30,2.49
25896,MBS 2015-15,2022-01,0.5409,2015-06-30,2.49
25897,MBS 2015-15,2022-02,0.4479,2015-06-30,2.49
25898,MBS 2015-15,2022-03,0.6095,2015-06-30,2.49
25899,MBS 2015-15,2022-04,0.4491,2015-06-30,2.49
25900,MBS 2015-15,2022-05,0.5001,2015-06-30,2.49
25901,MBS 2015-15,2022-06,0.474,2015-06-30,2.49
25902,MBS 2015-16,2015-07,0.33,2015-07-07,2.5
25903,MBS 2015-16,2015-08,0.37,2015-07-07,2.5
25904,MBS 2015-16,2015-09,0.48,2015-07-07,2.5
25905,MBS 2015-16,2015-10,0.58,2015-07-07,2.5
25906,MBS 2015-16,2015-11,0.6,2015-07-07,2.5
25907,MBS 2015-16,2015-12,0.72,2015-07-07,2.5
25908,MBS 2015-16,2016-01,0.59,2015-07-07,2.5
25909,MBS 2015-16,2016-02,0.56,2015-07-07,2.5
25910,MBS 2015-16,2016-03,0.64,2015-07-07,2.5
25911,MBS 2015-16,2016-04,0.68,2015-07-07,2.5
25912,MBS 2015-16,2016-05,0.67,2015-07-07,2.5
25913,MBS 2015-16,2016-06,0.7,2015-07-07,2.5
25914,MBS 2015-16,2016-07,0.93,2015-07-07,2.5
25915,MBS 2015-16,2016-08,0.95,2015-07-07,2.5
25916,MBS 2015-16,2016-09,0.91,2015-07-07,2.5
25917,MBS 2015-16,2016-10,0.98,2015-07-07,2.5
25918,MBS 2015-16,2016-11,1.03,2015-07-07,2.5
25919,MBS 2015-16,2016-12,0.94,2015-07-07,2.5
25920,MBS 2015-16,2017-01,0.66,2015-07-07,2.5
25921,MBS 2015-16,2017-02,0.81,2015-07-07,2.5
25922,MBS 2015-16,2017-03,0.82,2015-07-07,2.5
25923,MBS 2015-16,2017-04,0.74,2015-07-07,2.5
25924,MBS 2015-16,2017-05,0.81,2015-07-07,2.5
25925,MBS 2015-16,2017-06,0.94,2015-07-07,2.5
25926,MBS 2015-16,2017-07,0.81,2015-07-07,2.5
25927,MBS 2015-16,2017-08,1.0,2015-07-07,2.5
25928,MBS 2015-16,2017-09,0.92,2015-07-07,2.5
25929,MBS 2015-16,2017-10,0.88,2015-07-07,2.5
25930,MBS 2015-16,2017-11,0.77,2015-07-07,2.5
25931,MBS 2015-16,2017-12,0.72,2015-07-07,2.5
25932,MBS 2015-16,2018-01,0.68,2015-07-07,2.5
25933,MBS 2015-16,2018-02,0.84,2015-07-07,2.5
25934,MBS 2015-16,2018-03,0.8,2015-07-07,2.5
25935,MBS 2015-16,2018-04,0.81,2015-07-07,2.5
25936,MBS 2015-16,2018-05,0.88,2015-07-07,2.5
25937,MBS 2015-16,2018-06,0.73,2015-07-07,2.5
25938,MBS 2015-16,2018-07,0.83,2015-07-07,2.5
25939,MBS 2015-16,2018-08,0.8,2015-07-07,2.5
25940,MBS 2015-16,2018-09,0.64,2015-07-07,2.5
25941,MBS 2015-16,2018-10,0.78,2015-07-07,2.5
25942,MBS 2015-16,2018-11,0.85,2015-07-07,2.5
25943,MBS 2015-16,2018-12,0.74,2015-07-07,2.5
25944,MBS 2015-16,2019-01,0.68,2015-07-07,2.5
25945,MBS 2015-16,2019-02,0.6,2015-07-07,2.5
25946,MBS 2015-16,2019-03,0.73,2015-07-07,2.5
25947,MBS 2015-16,2019-04,0.62,2015-07-07,2.5
25948,MBS 2015-16,2019-05,0.63,2015-07-07,2.5
25949,MBS 2015-16,2019-06,0.61,2015-07-07,2.5
25950,MBS 2015-16,2019-07,0.58,2015-07-07,2.5
25951,MBS 2015-16,2019-08,0.9,2015-07-07,2.5
25952,MBS 2015-16,2019-09,0.9,2015-07-07,2.5
25953,MBS 2015-16,2019-10,0.99,2015-07-07,2.5
25954,MBS 2015-16,2019-11,1.08,2015-07-07,2.5
25955,MBS 2015-16,2019-12,1.07,2015-07-07,2.5
25956,MBS 2015-16,2020-01,1.06,2015-07-07,2.5
25957,MBS 2015-16,2020-02,1.19,2015-07-07,2.5
25958,MBS 2015-16,2020-03,1.44,2015-07-07,2.5
25959,MBS 2015-16,2020-04,1.15,2015-07-07,2.5
25960,MBS 2015-16,2020-05,1.31,2015-07-07,2.5
25961,MBS 2015-16,2020-06,1.19,2015-07-07,2.5
25962,MBS 2015-16,2020-07,1.19,2015-07-07,2.5
25963,MBS 2015-16,2020-08,1.18,2015-07-07,2.5
25964,MBS 2015-16,2020-09,1.24,2015-07-07,2.5
25965,MBS 2015-16,2020-10,1.08,2015-07-07,2.5
25966,MBS 2015-16,2020-11,1.05,2015-07-07,2.5
25967,MBS 2015-16,2020-12,1.2,2015-07-07,2.5
25968,MBS 2015-16,2021-01,1.22,2015-07-07,2.5
25969,MBS 2015-16,2021-02,0.98,2015-07-07,2.5
25970,MBS 2015-16,2021-03,1.22,2015-07-07,2.5
25971,MBS 2015-16,2021-04,0.87,2015-07-07,2.5
25972,MBS 2015-16,2021-05,0.8837,2015-07-07,2.5
25973,MBS 2015-16,2021-06,0.8026,2015-07-07,2.5
25974,MBS 2015-16,2021-07,0.7682,2015-07-07,2.5
25975,MBS 2015-16,2021-08,0.7772,2015-07-07,2.5
25976,MBS 2015-16,2021-09,0.7081,2015-07-07,2.5
25977,MBS 2015-16,2021-10,0.711,2015-07-07,2.5
25978,MBS 2015-16,2021-11,0.7197,2015-07-07,2.5
25979,MBS 2015-16,2021-12,0.5631,2015-07-07,2.5
25980,MBS 2015-16,2022-01,0.563,2015-07-07,2.5
25981,MBS 2015-16,2022-02,0.6091,2015-07-07,2.5
25982,MBS 2015-16,2022-03,0.6202,2015-07-07,2.5
25983,MBS 2015-16,2022-04,0.4975,2015-07-07,2.5
25984,MBS 2015-16,2022-05,0.4732,2015-07-07,2.5
25985,MBS 2015-16,2022-06,0.5163,2015-07-07,2.5
25986,MBS 2015-17,2015-07,0.57,2015-07-24,2.18
25987,MBS 2015-17,2015-08,0.72,2015-07-24,2.18
25988,MBS 2015-17,2015-09,0.81,2015-07-24,2.18
25989,MBS 2015-17,2015-10,0.91,2015-07-24,2.18
25990,MBS 2015-17,2015-11,1.0,2015-07-24,2.18
25991,MBS 2015-17,2015-12,1.02,2015-07-24,2.18
25992,MBS 2015-17,2016-01,0.96,2015-07-24,2.18
25993,MBS 2015-17,2016-02,1.12,2015-07-24,2.18
25994,MBS 2015-17,2016-03,1.41,2015-07-24,2.18
25995,MBS 2015-17,2016-04,1.4,2015-07-24,2.18
25996,MBS 2015-17,2016-05,1.36,2015-07-24,2.18
25997,MBS 2015-17,2016-06,1.46,2015-07-24,2.18
25998,MBS 2015-17,2016-07,1.57,2015-07-24,2.18
25999,MBS 2015-17,2016-08,1.96,2015-07-24,2.18
26000,MBS 2015-17,2016-09,1.63,2015-07-24,2.18
26001,MBS 2015-17,2016-10,1.91,2015-07-24,2.18
26002,MBS 2015-17,2016-11,1.83,2015-07-24,2.18
26003,MBS 2015-17,2016-12,1.22,2015-07-24,2.18
26004,MBS 2015-17,2017-01,1.11,2015-07-24,2.18
26005,MBS 2015-17,2017-02,1.43,2015-07-24,2.18
26006,MBS 2015-17,2017-03,1.47,2015-07-24,2.18
26007,MBS 2015-17,2017-04,1.25,2015-07-24,2.18
26008,MBS 2015-17,2017-05,1.25,2015-07-24,2.18
26009,MBS 2015-17,2017-06,1.44,2015-07-24,2.18
26010,MBS 2015-17,2017-07,1.28,2015-07-24,2.18
26011,MBS 2015-17,2017-08,1.4,2015-07-24,2.18
26012,MBS 2015-17,2017-09,1.3,2015-07-24,2.18
26013,MBS 2015-17,2017-10,1.04,2015-07-24,2.18
26014,MBS 2015-17,2017-11,1.28,2015-07-24,2.18
26015,MBS 2015-17,2017-12,1.08,2015-07-24,2.18
26016,MBS 2015-17,2018-01,1.21,2015-07-24,2.18
26017,MBS 2015-17,2018-02,1.06,2015-07-24,2.18
26018,MBS 2015-17,2018-03,1.36,2015-07-24,2.18
26019,MBS 2015-17,2018-04,1.26,2015-07-24,2.18
26020,MBS 2015-17,2018-05,1.25,2015-07-24,2.18
26021,MBS 2015-17,2018-06,0.99,2015-07-24,2.18
26022,MBS 2015-17,2018-07,1.05,2015-07-24,2.18
26023,MBS 2015-17,2018-08,1.07,2015-07-24,2.18
26024,MBS 2015-17,2018-09,0.85,2015-07-24,2.18
26025,MBS 2015-17,2018-10,1.25,2015-07-24,2.18
26026,MBS 2015-17,2018-11,1.27,2015-07-24,2.18
26027,MBS 2015-17,2018-12,0.98,2015-07-24,2.18
26028,MBS 2015-17,2019-01,0.99,2015-07-24,2.18
26029,MBS 2015-17,2019-02,0.93,2015-07-24,2.18
26030,MBS 2015-17,2019-03,0.99,2015-07-24,2.18
26031,MBS 2015-17,2019-04,1.07,2015-07-24,2.18
26032,MBS 2015-17,2019-05,1.02,2015-07-24,2.18
26033,MBS 2015-17,2019-06,1.13,2015-07-24,2.18
26034,MBS 2015-17,2019-07,1.55,2015-07-24,2.18
26035,MBS 2015-17,2019-08,1.63,2015-07-24,2.18
26036,MBS 2015-17,2019-09,1.8,2015-07-24,2.18
26037,MBS 2015-17,2019-10,2.1,2015-07-24,2.18
26038,MBS 2015-17,2019-11,1.84,2015-07-24,2.18
26039,MBS 2015-17,2019-12,1.85,2015-07-24,2.18
26040,MBS 2015-17,2020-01,1.67,2015-07-24,2.18
26041,MBS 2015-17,2020-02,1.75,2015-07-24,2.18
26042,MBS 2015-17,2020-03,1.74,2015-07-24,2.18
26043,MBS 2015-17,2020-04,1.56,2015-07-24,2.18
26044,MBS 2015-17,2020-05,1.48,2015-07-24,2.18
26045,MBS 2015-17,2020-06,1.55,2015-07-24,2.18
26046,MBS 2015-17,2020-07,3.26,2015-07-24,2.18
26047,MBS 2015-17,2020-08,1.82,2015-07-24,2.18
26048,MBS 2015-17,2020-09,2.24,2015-07-24,2.18
26049,MBS 2015-17,2020-10,1.81,2015-07-24,2.18
26050,MBS 2015-17,2020-11,1.71,2015-07-24,2.18
26051,MBS 2015-17,2020-12,1.69,2015-07-24,2.18
26052,MBS 2015-17,2021-01,1.71,2015-07-24,2.18
26053,MBS 2015-17,2021-02,1.56,2015-07-24,2.18
26054,MBS 2015-17,2021-03,1.58,2015-07-24,2.18
26055,MBS 2015-17,2021-04,1.62,2015-07-24,2.18
26056,MBS 2015-17,2021-05,1.239,2015-07-24,2.18
26057,MBS 2015-17,2021-06,1.034,2015-07-24,2.18
26058,MBS 2015-17,2021-07,0.9142,2015-07-24,2.18
26059,MBS 2015-17,2021-08,1.1141,2015-07-24,2.18
26060,MBS 2015-17,2021-09,0.9518,2015-07-24,2.18
26061,MBS 2015-17,2021-10,0.8222,2015-07-24,2.18
26062,MBS 2015-17,2021-11,0.7318,2015-07-24,2.18
26063,MBS 2015-17,2021-12,0.9253,2015-07-24,2.18
26064,MBS 2015-17,2022-01,0.6671,2015-07-24,2.18
26065,MBS 2015-17,2022-02,0.571,2015-07-24,2.18
26066,MBS 2015-17,2022-03,0.5162,2015-07-24,2.18
26067,MBS 2015-17,2022-04,0.6495,2015-07-24,2.18
26068,MBS 2015-17,2022-05,0.5885,2015-07-24,2.18
26069,MBS 2015-17,2022-06,0.5507,2015-07-24,2.18
26070,MBS 2015-18,2015-08,0.49,2015-08-07,2.26
26071,MBS 2015-18,2015-09,0.56,2015-08-07,2.26
26072,MBS 2015-18,2015-10,0.96,2015-08-07,2.26
26073,MBS 2015-18,2015-11,0.89,2015-08-07,2.26
26074,MBS 2015-18,2015-12,1.02,2015-08-07,2.26
26075,MBS 2015-18,2016-01,0.71,2015-08-07,2.26
26076,MBS 2015-18,2016-02,0.83,2015-08-07,2.26
26077,MBS 2015-18,2016-03,1.01,2015-08-07,2.26
26078,MBS 2015-18,2016-04,1.12,2015-08-07,2.26
26079,MBS 2015-18,2016-05,1.22,2015-08-07,2.26
26080,MBS 2015-18,2016-06,1.73,2015-08-07,2.26
26081,MBS 2015-18,2016-07,2.09,2015-08-07,2.26
26082,MBS 2015-18,2016-08,1.95,2015-08-07,2.26
26083,MBS 2015-18,2016-09,1.38,2015-08-07,2.26
26084,MBS 2015-18,2016-10,1.91,2015-08-07,2.26
26085,MBS 2015-18,2016-11,1.25,2015-08-07,2.26
26086,MBS 2015-18,2016-12,1.43,2015-08-07,2.26
26087,MBS 2015-18,2017-01,0.86,2015-08-07,2.26
26088,MBS 2015-18,2017-02,1.17,2015-08-07,2.26
26089,MBS 2015-18,2017-03,1.23,2015-08-07,2.26
26090,MBS 2015-18,2017-04,1.01,2015-08-07,2.26
26091,MBS 2015-18,2017-05,1.09,2015-08-07,2.26
26092,MBS 2015-18,2017-06,1.35,2015-08-07,2.26
26093,MBS 2015-18,2017-07,1.52,2015-08-07,2.26
26094,MBS 2015-18,2017-08,1.13,2015-08-07,2.26
26095,MBS 2015-18,2017-09,1.19,2015-08-07,2.26
26096,MBS 2015-18,2017-10,1.36,2015-08-07,2.26
26097,MBS 2015-18,2017-11,1.11,2015-08-07,2.26
26098,MBS 2015-18,2017-12,1.0,2015-08-07,2.26
26099,MBS 2015-18,2018-01,1.1,2015-08-07,2.26
26100,MBS 2015-18,2018-02,1.11,2015-08-07,2.26
26101,MBS 2015-18,2018-03,1.2,2015-08-07,2.26
26102,MBS 2015-18,2018-04,1.14,2015-08-07,2.26
26103,MBS 2015-18,2018-05,1.19,2015-08-07,2.26
26104,MBS 2015-18,2018-06,1.06,2015-08-07,2.26
26105,MBS 2015-18,2018-07,0.88,2015-08-07,2.26
26106,MBS 2015-18,2018-08,1.06,2015-08-07,2.26
26107,MBS 2015-18,2018-09,0.88,2015-08-07,2.26
26108,MBS 2015-18,2018-10,1.38,2015-08-07,2.26
26109,MBS 2015-18,2018-11,1.0,2015-08-07,2.26
26110,MBS 2015-18,2018-12,1.14,2015-08-07,2.26
26111,MBS 2015-18,2019-01,0.89,2015-08-07,2.26
26112,MBS 2015-18,2019-02,0.8,2015-08-07,2.26
26113,MBS 2015-18,2019-03,1.08,2015-08-07,2.26
26114,MBS 2015-18,2019-04,1.33,2015-08-07,2.26
26115,MBS 2015-18,2019-05,1.01,2015-08-07,2.26
26116,MBS 2015-18,2019-06,1.0,2015-08-07,2.26
26117,MBS 2015-18,2019-07,1.43,2015-08-07,2.26
26118,MBS 2015-18,2019-08,1.98,2015-08-07,2.26
26119,MBS 2015-18,2019-09,2.07,2015-08-07,2.26
26120,MBS 2015-18,2019-10,2.41,2015-08-07,2.26
26121,MBS 2015-18,2019-11,2.57,2015-08-07,2.26
26122,MBS 2015-18,2019-12,1.91,2015-08-07,2.26
26123,MBS 2015-18,2020-01,1.89,2015-08-07,2.26
26124,MBS 2015-18,2020-02,1.86,2015-08-07,2.26
26125,MBS 2015-18,2020-03,2.34,2015-08-07,2.26
26126,MBS 2015-18,2020-04,2.2,2015-08-07,2.26
26127,MBS 2015-18,2020-05,1.74,2015-08-07,2.26
26128,MBS 2015-18,2020-06,2.24,2015-08-07,2.26
26129,MBS 2015-18,2020-07,1.65,2015-08-07,2.26
26130,MBS 2015-18,2020-08,1.83,2015-08-07,2.26
26131,MBS 2015-18,2020-09,2.1,2015-08-07,2.26
26132,MBS 2015-18,2020-10,1.66,2015-08-07,2.26
26133,MBS 2015-18,2020-11,1.55,2015-08-07,2.26
26134,MBS 2015-18,2020-12,1.64,2015-08-07,2.26
26135,MBS 2015-18,2021-01,1.91,2015-08-07,2.26
26136,MBS 2015-18,2021-02,1.79,2015-08-07,2.26
26137,MBS 2015-18,2021-03,1.76,2015-08-07,2.26
26138,MBS 2015-18,2021-04,1.67,2015-08-07,2.26
26139,MBS 2015-18,2021-05,0.9789,2015-08-07,2.26
26140,MBS 2015-18,2021-06,0.7819,2015-08-07,2.26
26141,MBS 2015-18,2021-07,1.033,2015-08-07,2.26
26142,MBS 2015-18,2021-08,1.1549,2015-08-07,2.26
26143,MBS 2015-18,2021-09,0.9805,2015-08-07,2.26
26144,MBS 2015-18,2021-10,1.0896,2015-08-07,2.26
26145,MBS 2015-18,2021-11,1.0707,2015-08-07,2.26
26146,MBS 2015-18,2021-12,0.6721,2015-08-07,2.26
26147,MBS 2015-18,2022-01,1.0599,2015-08-07,2.26
26148,MBS 2015-18,2022-02,1.0207,2015-08-07,2.26
26149,MBS 2015-18,2022-03,0.697,2015-08-07,2.26
26150,MBS 2015-18,2022-04,0.5352,2015-08-07,2.26
26151,MBS 2015-18,2022-05,0.5475,2015-08-07,2.26
26152,MBS 2015-18,2022-06,0.8343,2015-08-07,2.26
26153,MBS 2015-19,2015-08,2.3,2015-08-17,0
26154,MBS 2015-19,2015-09,2.07,2015-08-17,0
26155,MBS 2015-19,2015-10,2.24,2015-08-17,0
26156,MBS 2015-19,2015-11,2.28,2015-08-17,0
26157,MBS 2015-19,2015-12,1.55,2015-08-17,0
26158,MBS 2015-19,2016-01,1.06,2015-08-17,0
26159,MBS 2015-19,2016-02,0.92,2015-08-17,0
26160,MBS 2015-19,2016-03,1.76,2015-08-17,0
26161,MBS 2015-19,2016-04,2.75,2015-08-17,0
26162,MBS 2015-19,2016-05,2.34,2015-08-17,0
26163,MBS 2015-19,2016-06,2.0,2015-08-17,0
26164,MBS 2015-19,2016-07,2.5,2015-08-17,0
26165,MBS 2015-19,2016-08,2.72,2015-08-17,0
26166,MBS 2015-19,2016-09,2.48,2015-08-17,0
26167,MBS 2015-19,2016-10,2.9,2015-08-17,0
26168,MBS 2015-19,2016-11,2.75,2015-08-17,0
26169,MBS 2015-19,2016-12,1.42,2015-08-17,0
26170,MBS 2015-19,2017-01,1.08,2015-08-17,0
26171,MBS 2015-19,2017-02,1.05,2015-08-17,0
26172,MBS 2015-19,2017-03,2.6,2015-08-17,0
26173,MBS 2015-19,2017-04,0.83,2015-08-17,0
26174,MBS 2015-19,2017-05,1.2,2015-08-17,0
26175,MBS 2015-19,2017-06,2.0,2015-08-17,0
26176,MBS 2015-19,2017-07,1.62,2015-08-17,0
26177,MBS 2015-19,2017-08,1.41,2015-08-17,0
26178,MBS 2015-19,2017-09,1.46,2015-08-17,0
26179,MBS 2015-19,2017-10,0.91,2015-08-17,0
26180,MBS 2015-19,2017-11,1.28,2015-08-17,0
26181,MBS 2015-19,2017-12,1.29,2015-08-17,0
26182,MBS 2015-19,2018-01,0.92,2015-08-17,0
26183,MBS 2015-19,2018-02,0.83,2015-08-17,0
26184,MBS 2015-19,2018-03,1.41,2015-08-17,0
26185,MBS 2015-19,2018-04,1.11,2015-08-17,0
26186,MBS 2015-19,2018-05,1.09,2015-08-17,0
26187,MBS 2015-19,2018-06,0.96,2015-08-17,0
26188,MBS 2015-19,2018-07,1.76,2015-08-17,0
26189,MBS 2015-19,2018-08,0.76,2015-08-17,0
26190,MBS 2015-19,2018-09,0.84,2015-08-17,0
26191,MBS 2015-19,2018-10,0.68,2015-08-17,0
26192,MBS 2015-19,2018-11,0.36,2015-08-17,0
26193,MBS 2015-19,2018-12,0.46,2015-08-17,0
26194,MBS 2015-19,2019-01,1.22,2015-08-17,0
26195,MBS 2015-19,2019-02,0.64,2015-08-17,0
26196,MBS 2015-19,2019-03,0.68,2015-08-17,0
26197,MBS 2015-19,2019-04,1.55,2015-08-17,0
26198,MBS 2015-19,2019-05,0.75,2015-08-17,0
26199,MBS 2015-19,2019-06,1.75,2015-08-17,0
26200,MBS 2015-19,2019-07,2.08,2015-08-17,0
26201,MBS 2015-19,2019-08,2.68,2015-08-17,0
26202,MBS 2015-19,2019-09,2.46,2015-08-17,0
26203,MBS 2015-19,2019-10,3.29,2015-08-17,0
26204,MBS 2015-19,2019-11,2.35,2015-08-17,0
26205,MBS 2015-19,2019-12,2.4,2015-08-17,0
26206,MBS 2015-19,2020-01,2.26,2015-08-17,0
26207,MBS 2015-19,2020-02,4.63,2015-08-17,0
26208,MBS 2015-19,2020-03,1.84,2015-08-17,0
26209,MBS 2015-19,2020-04,0.89,2015-08-17,0
26210,MBS 2015-19,2020-05,4.13,2015-08-17,0
26211,MBS 2015-19,2020-06,2.46,2015-08-17,0
26212,MBS 2015-19,2020-07,2.98,2015-08-17,0
26213,MBS 2015-19,2020-08,2.28,2015-08-17,0
26214,MBS 2015-19,2020-09,3.98,2015-08-17,0
26215,MBS 2015-19,2020-10,1.52,2015-08-17,0
26216,MBS 2015-19,2020-11,2.21,2015-08-17,0
26217,MBS 2015-19,2020-12,1.26,2015-08-17,0
26218,MBS 2015-19,2021-01,2.02,2015-08-17,0
26219,MBS 2015-19,2021-02,0.37,2015-08-17,0
26220,MBS 2015-19,2021-03,1.67,2015-08-17,0
26221,MBS 2015-19,2021-04,3.07,2015-08-17,0
26222,MBS 2015-19,2021-05,1.6531,2015-08-17,0
26223,MBS 2015-19,2021-06,0.5523,2015-08-17,0
