,발행회차,기준월,만기전상환율,발행일자_y,가중평균발행금리
2137,MBS 2005-05,2011-01,2.41,2005-06-27,4.72
2138,MBS 2005-05,2011-02,3.07,2005-06-27,4.72
2139,MBS 2005-05,2011-03,3.14,2005-06-27,4.72
2140,MBS 2005-05,2011-04,3.3,2005-06-27,4.72
2141,MBS 2005-05,2011-05,3.65,2005-06-27,4.72
2142,MBS 2005-05,2011-06,2.21,2005-06-27,4.72
2143,MBS 2005-05,2011-07,2.42,2005-06-27,4.72
2144,MBS 2005-05,2011-08,2.49,2005-06-27,4.72
2145,MBS 2005-05,2011-09,2.92,2005-06-27,4.72
2146,MBS 2005-05,2011-10,2.12,2005-06-27,4.72
2147,MBS 2005-05,2011-11,2.12,2005-06-27,4.72
2148,MBS 2005-05,2011-12,3.42,2005-06-27,4.72
2149,MBS 2005-05,2012-01,1.91,2005-06-27,4.72
2150,MBS 2005-05,2012-02,2.9,2005-06-27,4.72
2151,MBS 2005-05,2012-03,3.47,2005-06-27,4.72
2152,MBS 2005-05,2012-04,3.65,2005-06-27,4.72
2153,MBS 2005-05,2012-05,3.84,2005-06-27,4.72
2154,MBS 2005-05,2012-06,3.06,2005-06-27,4.72
2155,MBS 2005-05,2012-07,2.64,2005-06-27,4.72
2156,MBS 2005-05,2012-08,3.81,2005-06-27,4.72
2157,MBS 2005-05,2012-09,5.0,2005-06-27,4.72
2158,MBS 2005-05,2012-10,4.55,2005-06-27,4.72
2159,MBS 2005-05,2012-11,5.65,2005-06-27,4.72
2160,MBS 2005-05,2012-12,4.02,2005-06-27,4.72
2161,MBS 2005-05,2013-01,4.09,2005-06-27,4.72
2162,MBS 2005-05,2013-02,0.07,2005-06-27,4.72
2163,MBS 2005-05,2013-03,6.44,2005-06-27,4.72
2164,MBS 2005-05,2013-04,5.78,2005-06-27,4.72
2165,MBS 2005-05,2013-05,8.77,2005-06-27,4.72
2166,MBS 2005-05,2013-06,6.19,2005-06-27,4.72
2167,MBS 2005-05,2013-07,3.94,2005-06-27,4.72
2168,MBS 2005-05,2013-08,5.34,2005-06-27,4.72
2169,MBS 2005-05,2013-09,3.45,2005-06-27,4.72
2170,MBS 2005-05,2013-10,3.64,2005-06-27,4.72
2171,MBS 2005-05,2013-11,3.28,2005-06-27,4.72
2172,MBS 2005-05,2013-12,1.96,2005-06-27,4.72
2173,MBS 2005-05,2014-01,3.24,2005-06-27,4.72
2174,MBS 2005-05,2014-02,5.87,2005-06-27,4.72
2175,MBS 2005-05,2014-03,3.46,2005-06-27,4.72
2176,MBS 2005-05,2014-04,2.71,2005-06-27,4.72
2177,MBS 2005-05,2014-05,1.96,2005-06-27,4.72
2178,MBS 2005-05,2014-06,3.47,2005-06-27,4.72
2179,MBS 2005-05,2014-07,4.11,2005-06-27,4.72
2180,MBS 2005-05,2014-08,5.64,2005-06-27,4.72
2181,MBS 2005-05,2014-09,2.52,2005-06-27,4.72
2182,MBS 2005-05,2014-10,3.86,2005-06-27,4.72
2183,MBS 2005-05,2014-11,3.72,2005-06-27,4.72
2184,MBS 2005-05,2014-12,2.4,2005-06-27,4.72
2185,MBS 2005-05,2015-01,3.48,2005-06-27,4.72
2186,MBS 2005-05,2015-02,4.46,2005-06-27,4.72
2187,MBS 2005-05,2015-03,6.99,2005-06-27,4.72
2188,MBS 2005-05,2015-04,8.34,2005-06-27,4.72
2189,MBS 2005-05,2015-05,5.85,2005-06-27,4.72
2190,MBS 2005-05,2015-06,3.64,2005-06-27,4.72
2191,MBS 2005-05,2015-07,4.92,2005-06-27,4.72
2192,MBS 2005-05,2015-08,3.39,2005-06-27,4.72
2193,MBS 2005-05,2015-09,4.11,2005-06-27,4.72
2194,MBS 2005-05,2015-10,3.79,2005-06-27,4.72
2195,MBS 2005-05,2015-11,2.63,2005-06-27,4.72
2196,MBS 2005-05,2015-12,2.84,2005-06-27,4.72
2197,MBS 2005-05,2016-01,4.62,2005-06-27,4.72
2198,MBS 2005-05,2016-02,2.39,2005-06-27,4.72
2199,MBS 2005-05,2016-03,2.07,2005-06-27,4.72
2200,MBS 2005-05,2016-04,0.93,2005-06-27,4.72
2201,MBS 2005-05,2016-05,5.04,2005-06-27,4.72
2202,MBS 2005-05,2016-06,1.67,2005-06-27,4.72
2203,MBS 2005-05,2016-07,1.15,2005-06-27,4.72
2204,MBS 2005-05,2016-08,4.1,2005-06-27,4.72
2205,MBS 2005-05,2016-09,0.88,2005-06-27,4.72
2206,MBS 2005-05,2016-10,2.42,2005-06-27,4.72
2207,MBS 2005-05,2016-11,1.45,2005-06-27,4.72
2208,MBS 2005-05,2016-12,0.46,2005-06-27,4.72
2209,MBS 2005-05,2017-01,3.63,2005-06-27,4.72
2210,MBS 2005-05,2017-02,0.78,2005-06-27,4.72
2211,MBS 2005-05,2017-03,1.52,2005-06-27,4.72
2212,MBS 2005-05,2017-04,1.83,2005-06-27,4.72
2213,MBS 2005-05,2017-05,0.0,2005-06-27,4.72
2214,MBS 2005-05,2017-06,2.57,2005-06-27,4.72
2215,MBS 2005-05,2017-07,3.62,2005-06-27,4.72
2216,MBS 2005-05,2017-08,2.41,2005-06-27,4.72
2217,MBS 2005-05,2017-09,2.5,2005-06-27,4.72
2218,MBS 2005-05,2017-10,3.4,2005-06-27,4.72
2219,MBS 2005-05,2017-11,0.31,2005-06-27,4.72
2220,MBS 2005-05,2017-12,0.73,2005-06-27,4.72
2221,MBS 2005-05,2018-01,1.22,2005-06-27,4.72
2222,MBS 2005-05,2018-02,0.54,2005-06-27,4.72
2223,MBS 2005-05,2018-03,0.46,2005-06-27,4.72
2224,MBS 2005-05,2018-04,2.25,2005-06-27,4.72
2225,MBS 2005-05,2018-05,3.88,2005-06-27,4.72
2226,MBS 2005-05,2018-06,3.62,2005-06-27,4.72
2227,MBS 2005-05,2018-07,0.67,2005-06-27,4.72
2228,MBS 2005-05,2018-08,1.14,2005-06-27,4.72
2229,MBS 2005-05,2018-09,0.07,2005-06-27,4.72
2230,MBS 2005-05,2018-10,0.62,2005-06-27,4.72
2231,MBS 2005-05,2018-11,1.21,2005-06-27,4.72
2232,MBS 2005-05,2018-12,1.42,2005-06-27,4.72
2233,MBS 2005-05,2019-01,2.04,2005-06-27,4.72
2234,MBS 2005-05,2019-02,1.73,2005-06-27,4.72
2235,MBS 2005-05,2019-03,0.0,2005-06-27,4.72
2236,MBS 2005-05,2019-04,0.04,2005-06-27,4.72
2237,MBS 2005-05,2019-05,1.24,2005-06-27,4.72
2238,MBS 2005-05,2019-06,0.14,2005-06-27,4.72
2239,MBS 2005-05,2019-07,0.0,2005-06-27,4.72
2240,MBS 2005-05,2019-08,1.46,2005-06-27,4.72
2241,MBS 2005-05,2019-09,4.92,2005-06-27,4.72
2242,MBS 2005-05,2019-10,0.72,2005-06-27,4.72
2243,MBS 2005-05,2019-11,2.28,2005-06-27,4.72
2244,MBS 2005-05,2019-12,2.56,2005-06-27,4.72
2245,MBS 2005-05,2020-01,1.32,2005-06-27,4.72
2246,MBS 2005-05,2020-02,1.7,2005-06-27,4.72
2247,MBS 2005-05,2020-03,3.7,2005-06-27,4.72
2248,MBS 2005-05,2020-04,1.03,2005-06-27,4.72
2249,MBS 2005-05,2020-05,1.93,2005-06-27,4.72
2250,MBS 2005-05,2020-06,0.75,2005-06-27,4.72
2251,MBS 2005-05,2020-07,0.0,2005-06-27,4.72
2252,MBS 2005-05,2020-08,1.18,2005-06-27,4.72
2253,MBS 2005-05,2020-09,0.44,2005-06-27,4.72
2254,MBS 2005-05,2020-10,3.2,2005-06-27,4.72
2255,MBS 2005-05,2020-11,0.17,2005-06-27,4.72
2256,MBS 2005-05,2020-12,0.0,2005-06-27,4.72
2257,MBS 2005-05,2021-01,1.18,2005-06-27,4.72
2258,MBS 2005-05,2021-02,0.9,2005-06-27,4.72
2259,MBS 2005-05,2021-03,0.35,2005-06-27,4.72
2260,MBS 2005-05,2021-04,0.0,2005-06-27,4.72
2261,MBS 2005-05,2021-05,1.5435,2005-06-27,4.72
2262,MBS 2005-05,2021-06,0.7602,2005-06-27,4.72
2263,MBS 2005-05,2021-07,0.0,2005-06-27,4.72
2264,MBS 2005-05,2021-08,4.3964,2005-06-27,4.72
2265,MBS 2005-05,2021-09,0.0,2005-06-27,4.72
2266,MBS 2005-05,2021-10,1.4165,2005-06-27,4.72
2267,MBS 2005-05,2021-11,0.0,2005-06-27,4.72
2268,MBS 2005-05,2021-12,0.0,2005-06-27,4.72
2269,MBS 2005-05,2022-01,1.0359,2005-06-27,4.72
2270,MBS 2005-05,2022-02,0.0,2005-06-27,4.72
2271,MBS 2005-05,2022-03,0.0,2005-06-27,4.72
2272,MBS 2005-05,2022-04,0.0,2005-06-27,4.72
2273,MBS 2005-05,2022-05,0.0,2005-06-27,4.72
2274,MBS 2005-05,2022-06,0.0,2005-06-27,4.72
2275,MBS 2005-06,2005-08,0.95,2005-07-27,4.89
2276,MBS 2005-06,2005-09,0.82,2005-07-27,4.89
2277,MBS 2005-06,2005-10,0.97,2005-07-27,4.89
2278,MBS 2005-06,2005-11,0.8,2005-07-27,4.89
2279,MBS 2005-06,2005-12,1.17,2005-07-27,4.89
2280,MBS 2005-06,2006-01,0.57,2005-07-27,4.89
2281,MBS 2005-06,2006-02,0.98,2005-07-27,4.89
2282,MBS 2005-06,2006-03,1.06,2005-07-27,4.89
2283,MBS 2005-06,2006-04,1.33,2005-07-27,4.89
2284,MBS 2005-06,2006-05,2.13,2005-07-27,4.89
2285,MBS 2005-06,2006-06,1.37,2005-07-27,4.89
2286,MBS 2005-06,2006-07,1.15,2005-07-27,4.89
2287,MBS 2005-06,2006-08,1.23,2005-07-27,4.89
2288,MBS 2005-06,2006-09,1.3,2005-07-27,4.89
2289,MBS 2005-06,2006-10,1.53,2005-07-27,4.89
2290,MBS 2005-06,2006-11,2.21,2005-07-27,4.89
2291,MBS 2005-06,2006-12,1.69,2005-07-27,4.89
2292,MBS 2005-06,2007-01,1.71,2005-07-27,4.89
2293,MBS 2005-06,2007-02,1.32,2005-07-27,4.89
2294,MBS 2005-06,2007-03,1.25,2005-07-27,4.89
2295,MBS 2005-06,2007-04,1.58,2005-07-27,4.89
2296,MBS 2005-06,2007-05,1.34,2005-07-27,4.89
2297,MBS 2005-06,2007-06,1.54,2005-07-27,4.89
2298,MBS 2005-06,2007-07,1.02,2005-07-27,4.89
2299,MBS 2005-06,2007-08,1.25,2005-07-27,4.89
2300,MBS 2005-06,2007-09,0.94,2005-07-27,4.89
2301,MBS 2005-06,2007-10,1.19,2005-07-27,4.89
2302,MBS 2005-06,2007-11,0.98,2005-07-27,4.89
2303,MBS 2005-06,2007-12,0.68,2005-07-27,4.89
2304,MBS 2005-06,2008-01,0.78,2005-07-27,4.89
2305,MBS 2005-06,2008-02,0.71,2005-07-27,4.89
2306,MBS 2005-06,2008-03,0.95,2005-07-27,4.89
2307,MBS 2005-06,2008-04,1.77,2005-07-27,4.89
2308,MBS 2005-06,2008-05,2.07,2005-07-27,4.89
2309,MBS 2005-06,2008-06,2.6,2005-07-27,4.89
2310,MBS 2005-06,2008-07,2.58,2005-07-27,4.89
2311,MBS 2005-06,2008-08,1.34,2005-07-27,4.89
2312,MBS 2005-06,2008-09,1.0,2005-07-27,4.89
2313,MBS 2005-06,2008-10,0.87,2005-07-27,4.89
2314,MBS 2005-06,2008-11,0.84,2005-07-27,4.89
2315,MBS 2005-06,2008-12,0.79,2005-07-27,4.89
2316,MBS 2005-06,2009-01,1.05,2005-07-27,4.89
2317,MBS 2005-06,2009-02,1.99,2005-07-27,4.89
2318,MBS 2005-06,2009-03,1.84,2005-07-27,4.89
2319,MBS 2005-06,2009-04,1.75,2005-07-27,4.89
2320,MBS 2005-06,2009-05,1.97,2005-07-27,4.89
2321,MBS 2005-06,2009-06,2.63,2005-07-27,4.89
2322,MBS 2005-06,2009-07,2.48,2005-07-27,4.89
2323,MBS 2005-06,2009-08,1.87,2005-07-27,4.89
2324,MBS 2005-06,2009-09,1.65,2005-07-27,4.89
2325,MBS 2005-06,2009-10,1.78,2005-07-27,4.89
2326,MBS 2005-06,2009-11,1.63,2005-07-27,4.89
2327,MBS 2005-06,2009-12,1.43,2005-07-27,4.89
2328,MBS 2005-06,2010-01,1.1,2005-07-27,4.89
2329,MBS 2005-06,2010-02,1.61,2005-07-27,4.89
2330,MBS 2005-06,2010-03,1.74,2005-07-27,4.89
2331,MBS 2005-06,2010-04,1.9,2005-07-27,4.89
2332,MBS 2005-06,2010-05,3.31,2005-07-27,4.89
2333,MBS 2005-06,2010-06,3.34,2005-07-27,4.89
2334,MBS 2005-06,2010-07,3.72,2005-07-27,4.89
2335,MBS 2005-06,2010-08,3.07,2005-07-27,4.89
2336,MBS 2005-06,2010-09,2.35,2005-07-27,4.89
2337,MBS 2005-06,2010-10,3.21,2005-07-27,4.89
2338,MBS 2005-06,2010-11,3.32,2005-07-27,4.89
2339,MBS 2005-06,2010-12,3.15,2005-07-27,4.89
2340,MBS 2005-06,2011-01,2.52,2005-07-27,4.89
2341,MBS 2005-06,2011-02,2.6,2005-07-27,4.89
2342,MBS 2005-06,2011-03,4.04,2005-07-27,4.89
2343,MBS 2005-06,2011-04,3.28,2005-07-27,4.89
2344,MBS 2005-06,2011-05,3.98,2005-07-27,4.89
2345,MBS 2005-06,2011-06,2.56,2005-07-27,4.89
2346,MBS 2005-06,2011-07,2.51,2005-07-27,4.89
2347,MBS 2005-06,2011-08,2.67,2005-07-27,4.89
2348,MBS 2005-06,2011-09,3.1,2005-07-27,4.89
2349,MBS 2005-06,2011-10,2.71,2005-07-27,4.89
2350,MBS 2005-06,2011-11,3.4,2005-07-27,4.89
2351,MBS 2005-06,2011-12,3.15,2005-07-27,4.89
2352,MBS 2005-06,2012-01,1.94,2005-07-27,4.89
2353,MBS 2005-06,2012-02,2.13,2005-07-27,4.89
2354,MBS 2005-06,2012-03,2.28,2005-07-27,4.89
2355,MBS 2005-06,2012-04,4.16,2005-07-27,4.89
2356,MBS 2005-06,2012-05,3.54,2005-07-27,4.89
2357,MBS 2005-06,2012-06,3.52,2005-07-27,4.89
2358,MBS 2005-06,2012-07,3.72,2005-07-27,4.89
2359,MBS 2005-06,2012-08,6.01,2005-07-27,4.89
2360,MBS 2005-06,2012-09,4.59,2005-07-27,4.89
2361,MBS 2005-06,2012-10,4.79,2005-07-27,4.89
2362,MBS 2005-06,2012-11,6.69,2005-07-27,4.89
2363,MBS 2005-06,2012-12,3.52,2005-07-27,4.89
2364,MBS 2005-06,2013-01,3.33,2005-07-27,4.89
2365,MBS 2005-06,2013-02,0.05,2005-07-27,4.89
2366,MBS 2005-06,2013-03,6.0,2005-07-27,4.89
2367,MBS 2005-06,2013-04,5.91,2005-07-27,4.89
2368,MBS 2005-06,2013-05,6.7,2005-07-27,4.89
2369,MBS 2005-06,2013-06,6.18,2005-07-27,4.89
2370,MBS 2005-06,2013-07,4.24,2005-07-27,4.89
2371,MBS 2005-06,2013-08,2.71,2005-07-27,4.89
2372,MBS 2005-06,2013-09,4.81,2005-07-27,4.89
2373,MBS 2005-06,2013-10,4.49,2005-07-27,4.89
2374,MBS 2005-06,2013-11,2.81,2005-07-27,4.89
2375,MBS 2005-06,2013-12,2.74,2005-07-27,4.89
2376,MBS 2005-06,2014-01,2.13,2005-07-27,4.89
2377,MBS 2005-06,2014-02,2.5,2005-07-27,4.89
2378,MBS 2005-06,2014-03,2.4,2005-07-27,4.89
2379,MBS 2005-06,2014-04,3.12,2005-07-27,4.89
2380,MBS 2005-06,2014-05,4.13,2005-07-27,4.89
2381,MBS 2005-06,2014-06,3.32,2005-07-27,4.89
2382,MBS 2005-06,2014-07,1.47,2005-07-27,4.89
2383,MBS 2005-06,2014-08,5.64,2005-07-27,4.89
2384,MBS 2005-06,2014-09,3.56,2005-07-27,4.89
2385,MBS 2005-06,2014-10,8.37,2005-07-27,4.89
2386,MBS 2005-06,2014-11,2.03,2005-07-27,4.89
2387,MBS 2005-06,2014-12,4.81,2005-07-27,4.89
2388,MBS 2005-06,2015-01,2.31,2005-07-27,4.89
2389,MBS 2005-06,2015-02,4.65,2005-07-27,4.89
2390,MBS 2005-06,2015-03,8.5,2005-07-27,4.89
2391,MBS 2005-06,2015-04,13.6,2005-07-27,4.89
2392,MBS 2005-06,2015-05,6.01,2005-07-27,4.89
2393,MBS 2005-06,2015-06,8.18,2005-07-27,4.89
2394,MBS 2005-06,2015-07,4.55,2005-07-27,4.89
2395,MBS 2005-06,2015-08,5.31,2005-07-27,4.89
2396,MBS 2005-06,2015-09,3.72,2005-07-27,4.89
2397,MBS 2005-06,2015-10,3.41,2005-07-27,4.89
2398,MBS 2005-06,2015-11,2.74,2005-07-27,4.89
2399,MBS 2005-06,2015-12,2.62,2005-07-27,4.89
2400,MBS 2005-06,2016-01,1.39,2005-07-27,4.89
2401,MBS 2005-06,2016-02,2.21,2005-07-27,4.89
2402,MBS 2005-06,2016-03,4.33,2005-07-27,4.89
2403,MBS 2005-06,2016-04,4.4,2005-07-27,4.89
2404,MBS 2005-06,2016-05,1.91,2005-07-27,4.89
2405,MBS 2005-06,2016-06,1.82,2005-07-27,4.89
2406,MBS 2005-06,2016-07,4.13,2005-07-27,4.89
2407,MBS 2005-06,2016-08,2.91,2005-07-27,4.89
2408,MBS 2005-06,2016-09,5.38,2005-07-27,4.89
2409,MBS 2005-06,2016-10,5.14,2005-07-27,4.89
2410,MBS 2005-06,2016-11,6.0,2005-07-27,4.89
2411,MBS 2005-06,2016-12,1.64,2005-07-27,4.89
2412,MBS 2005-06,2017-01,2.34,2005-07-27,4.89
2413,MBS 2005-06,2017-02,2.13,2005-07-27,4.89
2414,MBS 2005-06,2017-03,2.15,2005-07-27,4.89
2415,MBS 2005-06,2017-04,0.23,2005-07-27,4.89
2416,MBS 2005-06,2017-05,0.45,2005-07-27,4.89
2417,MBS 2005-06,2017-06,0.58,2005-07-27,4.89
2418,MBS 2005-06,2017-07,0.81,2005-07-27,4.89
2419,MBS 2005-06,2017-08,2.74,2005-07-27,4.89
2420,MBS 2005-06,2017-09,1.29,2005-07-27,4.89
2421,MBS 2005-06,2017-10,2.02,2005-07-27,4.89
2422,MBS 2005-06,2017-11,0.56,2005-07-27,4.89
2423,MBS 2005-06,2017-12,0.51,2005-07-27,4.89
2424,MBS 2005-06,2018-01,0.94,2005-07-27,4.89
2425,MBS 2005-06,2018-02,0.87,2005-07-27,4.89
2426,MBS 2005-06,2018-03,1.14,2005-07-27,4.89
2427,MBS 2005-06,2018-04,2.87,2005-07-27,4.89
2428,MBS 2005-06,2018-05,2.91,2005-07-27,4.89
2429,MBS 2005-06,2018-06,2.0,2005-07-27,4.89
2430,MBS 2005-06,2018-07,2.86,2005-07-27,4.89
2431,MBS 2005-06,2018-08,1.52,2005-07-27,4.89
2432,MBS 2005-06,2018-09,3.01,2005-07-27,4.89
2433,MBS 2005-06,2018-10,3.49,2005-07-27,4.89
2434,MBS 2005-06,2018-11,0.62,2005-07-27,4.89
2435,MBS 2005-06,2018-12,0.16,2005-07-27,4.89
2436,MBS 2005-06,2019-01,0.17,2005-07-27,4.89
2437,MBS 2005-06,2019-02,0.41,2005-07-27,4.89
2438,MBS 2005-06,2019-03,1.43,2005-07-27,4.89
2439,MBS 2005-06,2019-04,0.0,2005-07-27,4.89
2440,MBS 2005-06,2019-05,0.0,2005-07-27,4.89
2441,MBS 2005-06,2019-06,0.0,2005-07-27,4.89
2442,MBS 2005-06,2019-07,0.0,2005-07-27,4.89
2443,MBS 2005-06,2019-08,0.0,2005-07-27,4.89
2444,MBS 2005-06,2019-09,0.0,2005-07-27,4.89
2445,MBS 2005-06,2019-10,0.0,2005-07-27,4.89
2446,MBS 2005-06,2019-11,0.0,2005-07-27,4.89
2447,MBS 2005-06,2019-12,0.0,2005-07-27,4.89
2448,MBS 2005-06,2020-01,0.0,2005-07-27,4.89
2449,MBS 2005-06,2020-02,0.0,2005-07-27,4.89
2450,MBS 2005-06,2020-03,0.0,2005-07-27,4.89
2451,MBS 2005-06,2020-04,0.0,2005-07-27,4.89
2452,MBS 2005-06,2020-05,0.0,2005-07-27,4.89
2453,MBS 2005-06,2020-06,0.0,2005-07-27,4.89
2454,MBS 2005-06,2020-07,0.0,2005-07-27,4.89
2455,MBS 2005-06,2020-08,0.0,2005-07-27,4.89
2456,MBS 2005-06,2020-09,0.0,2005-07-27,4.89
2457,MBS 2005-06,2020-10,0.0,2005-07-27,4.89
2458,MBS 2005-06,2020-11,0.0,2005-07-27,4.89
2459,MBS 2005-06,2020-12,0.0,2005-07-27,4.89
2460,MBS 2005-06,2021-01,0.0,2005-07-27,4.89
2461,MBS 2005-06,2021-02,0.0,2005-07-27,4.89
2462,MBS 2005-06,2021-03,0.0,2005-07-27,4.89
2463,MBS 2005-06,2021-04,0.0,2005-07-27,4.89
2464,MBS 2005-06,2021-05,0.0,2005-07-27,4.89
2465,MBS 2005-06,2021-06,0.0,2005-07-27,4.89
2466,MBS 2005-06,2021-07,0.0,2005-07-27,4.89
2467,MBS 2005-06,2021-08,0.0,2005-07-27,4.89
2468,MBS 2005-06,2021-09,0.0,2005-07-27,4.89
2469,MBS 2005-06,2021-10,0.0,2005-07-27,4.89
2470,MBS 2005-06,2021-11,0.0,2005-07-27,4.89
2471,MBS 2005-06,2021-12,0.0,2005-07-27,4.89
2472,MBS 2005-06,2022-01,0.0,2005-07-27,4.89
2473,MBS 2005-06,2022-02,0.0,2005-07-27,4.89
2474,MBS 2005-06,2022-03,0.0,2005-07-27,4.89
2475,MBS 2005-06,2022-04,0.0,2005-07-27,4.89
2476,MBS 2005-06,2022-05,0.0,2005-07-27,4.89
2477,MBS 2005-06,2022-06,0.0,2005-07-27,4.89
2478,MBS 2005-07,2005-09,0.71,2005-08-30,5.16
2479,MBS 2005-07,2005-10,0.57,2005-08-30,5.16
2480,MBS 2005-07,2005-11,0.66,2005-08-30,5.16
2481,MBS 2005-07,2005-12,0.86,2005-08-30,5.16
2482,MBS 2005-07,2006-01,0.7,2005-08-30,5.16
2483,MBS 2005-07,2006-02,0.9,2005-08-30,5.16
2484,MBS 2005-07,2006-03,1.08,2005-08-30,5.16
2485,MBS 2005-07,2006-04,1.18,2005-08-30,5.16
2486,MBS 2005-07,2006-05,1.33,2005-08-30,5.16
2487,MBS 2005-07,2006-06,1.9,2005-08-30,5.16
2488,MBS 2005-07,2006-07,1.65,2005-08-30,5.16
2489,MBS 2005-07,2006-08,1.4,2005-08-30,5.16
2490,MBS 2005-07,2006-09,1.47,2005-08-30,5.16
2491,MBS 2005-07,2006-10,1.58,2005-08-30,5.16
2492,MBS 2005-07,2006-11,2.63,2005-08-30,5.16
2493,MBS 2005-07,2006-12,1.9,2005-08-30,5.16
2494,MBS 2005-07,2007-01,1.56,2005-08-30,5.16
2495,MBS 2005-07,2007-02,1.36,2005-08-30,5.16
2496,MBS 2005-07,2007-03,1.36,2005-08-30,5.16
2497,MBS 2005-07,2007-04,1.58,2005-08-30,5.16
2498,MBS 2005-07,2007-05,1.63,2005-08-30,5.16
2499,MBS 2005-07,2007-06,1.41,2005-08-30,5.16
2500,MBS 2005-07,2007-07,1.24,2005-08-30,5.16
2501,MBS 2005-07,2007-08,0.89,2005-08-30,5.16
2502,MBS 2005-07,2007-09,0.75,2005-08-30,5.16
2503,MBS 2005-07,2007-10,1.17,2005-08-30,5.16
2504,MBS 2005-07,2007-11,1.11,2005-08-30,5.16
2505,MBS 2005-07,2007-12,1.08,2005-08-30,5.16
2506,MBS 2005-07,2008-01,0.65,2005-08-30,5.16
2507,MBS 2005-07,2008-02,0.89,2005-08-30,5.16
2508,MBS 2005-07,2008-03,1.12,2005-08-30,5.16
2509,MBS 2005-07,2008-04,1.05,2005-08-30,5.16
2510,MBS 2005-07,2008-05,1.39,2005-08-30,5.16
2511,MBS 2005-07,2008-06,2.44,2005-08-30,5.16
2512,MBS 2005-07,2008-07,2.31,2005-08-30,5.16
2513,MBS 2005-07,2008-08,1.48,2005-08-30,5.16
2514,MBS 2005-07,2008-09,0.98,2005-08-30,5.16
2515,MBS 2005-07,2008-10,1.05,2005-08-30,5.16
2516,MBS 2005-07,2008-11,0.81,2005-08-30,5.16
2517,MBS 2005-07,2008-12,0.89,2005-08-30,5.16
2518,MBS 2005-07,2009-01,1.04,2005-08-30,5.16
2519,MBS 2005-07,2009-02,1.38,2005-08-30,5.16
2520,MBS 2005-07,2009-03,1.96,2005-08-30,5.16
2521,MBS 2005-07,2009-04,2.57,2005-08-30,5.16
2522,MBS 2005-07,2009-05,2.16,2005-08-30,5.16
2523,MBS 2005-07,2009-06,1.81,2005-08-30,5.16
2524,MBS 2005-07,2009-07,1.92,2005-08-30,5.16
2525,MBS 2005-07,2009-08,1.81,2005-08-30,5.16
2526,MBS 2005-07,2009-09,2.15,2005-08-30,5.16
2527,MBS 2005-07,2009-10,1.76,2005-08-30,5.16
2528,MBS 2005-07,2009-11,1.78,2005-08-30,5.16
2529,MBS 2005-07,2009-12,1.55,2005-08-30,5.16
2530,MBS 2005-07,2010-01,1.45,2005-08-30,5.16
2531,MBS 2005-07,2010-02,1.65,2005-08-30,5.16
2532,MBS 2005-07,2010-03,1.5,2005-08-30,5.16
2533,MBS 2005-07,2010-04,1.43,2005-08-30,5.16
2534,MBS 2005-07,2010-05,2.14,2005-08-30,5.16
2535,MBS 2005-07,2010-06,3.01,2005-08-30,5.16
2536,MBS 2005-07,2010-07,5.06,2005-08-30,5.16
2537,MBS 2005-07,2010-08,2.63,2005-08-30,5.16
2538,MBS 2005-07,2010-09,2.31,2005-08-30,5.16
2539,MBS 2005-07,2010-10,2.69,2005-08-30,5.16
2540,MBS 2005-07,2010-11,3.73,2005-08-30,5.16
2541,MBS 2005-07,2010-12,3.24,2005-08-30,5.16
2542,MBS 2005-07,2011-01,2.56,2005-08-30,5.16
2543,MBS 2005-07,2011-02,2.98,2005-08-30,5.16
2544,MBS 2005-07,2011-03,3.39,2005-08-30,5.16
2545,MBS 2005-07,2011-04,3.38,2005-08-30,5.16
2546,MBS 2005-07,2011-05,3.33,2005-08-30,5.16
2547,MBS 2005-07,2011-06,2.97,2005-08-30,5.16
2548,MBS 2005-07,2011-07,3.16,2005-08-30,5.16
2549,MBS 2005-07,2011-08,2.61,2005-08-30,5.16
2550,MBS 2005-07,2011-09,2.78,2005-08-30,5.16
2551,MBS 2005-07,2011-10,2.13,2005-08-30,5.16
2552,MBS 2005-07,2011-11,3.41,2005-08-30,5.16
2553,MBS 2005-07,2011-12,2.75,2005-08-30,5.16
2554,MBS 2005-07,2012-01,2.0,2005-08-30,5.16
2555,MBS 2005-07,2012-02,3.4,2005-08-30,5.16
2556,MBS 2005-07,2012-03,2.48,2005-08-30,5.16
2557,MBS 2005-07,2012-04,4.39,2005-08-30,5.16
2558,MBS 2005-07,2012-05,5.04,2005-08-30,5.16
2559,MBS 2005-07,2012-06,3.03,2005-08-30,5.16
2560,MBS 2005-07,2012-07,5.35,2005-08-30,5.16
2561,MBS 2005-07,2012-08,5.41,2005-08-30,5.16
2562,MBS 2005-07,2012-09,5.45,2005-08-30,5.16
2563,MBS 2005-07,2012-10,5.15,2005-08-30,5.16
2564,MBS 2005-07,2012-11,6.2,2005-08-30,5.16
2565,MBS 2005-07,2012-12,6.24,2005-08-30,5.16
2566,MBS 2005-07,2013-01,5.15,2005-08-30,5.16
2567,MBS 2005-07,2013-02,0.04,2005-08-30,5.16
2568,MBS 2005-07,2013-03,8.31,2005-08-30,5.16
2569,MBS 2005-07,2013-04,7.2,2005-08-30,5.16
2570,MBS 2005-07,2013-05,6.46,2005-08-30,5.16
2571,MBS 2005-07,2013-06,4.86,2005-08-30,5.16
2572,MBS 2005-07,2013-07,2.62,2005-08-30,5.16
