발행회차,발행일자,기준월,만기전상환율,가중평균발행금리,주택종합 매매가격지수,주택종합 전세가격지수,소비자물가지수,15-64 실업자 수,코스피 월별 종가,예금은행 대출금리,평균 LTV,평균 DTI,CD금리,인플레이션율
MBS 2004-01,2004-06-15,2004-06,0.51,5.04,52.743,51.435,72.119,794.0,785.79,5.99,60.66,34.53,3.91,0.0
MBS 2004-01,2004-06-15,2004-07,0.36,5.04,52.603,51.04,72.561,858.0,735.34,5.93,60.67,34.53,3.91,0.612875941152827
MBS 2004-01,2004-06-15,2004-08,0.42,5.04,52.394,50.554,73.191,842.0,803.57,5.8,60.67,34.53,3.7,0.8682350022739425
MBS 2004-01,2004-06-15,2004-09,0.29,5.04,52.283,50.314,73.191,784.0,835.09,5.63,60.68,34.55,3.52,0.0
MBS 2004-01,2004-06-15,2004-10,0.42,5.04,52.157,50.09,73.191,801.0,834.84,5.57,60.69,34.53,3.52,0.0
MBS 2004-01,2004-06-15,2004-11,0.6,5.04,51.926,49.714,72.75,813.0,878.06,5.47,60.7,34.53,3.42,-0.6025330983317655
MBS 2004-01,2004-06-15,2004-12,0.7,5.04,51.71,49.32,72.877,894.0,895.92,5.41,60.72,34.47,3.39,0.1745704467353888
MBS 2004-01,2004-06-15,2005-01,0.91,5.04,51.567,49.086,73.594,979.0,932.7,5.45,60.72,34.49,3.47,0.9838494998421982
MBS 2004-01,2004-06-15,2005-02,0.95,5.04,51.732,49.185,73.892,983.0,1011.36,5.53,60.74,34.43,3.59,0.4049243144821614
MBS 2004-01,2004-06-15,2005-03,1.27,5.04,51.93,49.404,74.338,949.0,965.68,5.48,60.75,34.4,3.55,0.6035836085097142
MBS 2004-01,2004-06-15,2005-04,1.9,5.04,52.229,49.582,74.413,896.0,911.3,5.32,60.77,34.37,3.52,0.1008905270521171
MBS 2004-01,2004-06-15,2005-05,2.52,5.04,52.512,49.638,74.338,840.0,970.21,5.15,60.8,34.32,3.51,-0.1007888406595659
MBS 2004-01,2004-06-15,2005-06,2.3,5.04,52.94,49.721,74.114,864.0,1008.16,5.13,60.84,34.22,3.51,-0.3013263741289644
MBS 2004-01,2004-06-15,2005-07,1.96,5.04,53.379,49.775,74.413,875.0,1111.29,5.18,60.9,34.1,3.51,0.4034325498556175
MBS 2004-01,2004-06-15,2005-08,1.75,5.04,53.573,49.874,74.636,832.0,1083.33,5.26,60.91,34.08,3.5,0.2996788195610968
MBS 2004-01,2004-06-15,2005-09,1.97,5.04,53.702,50.277,75.008,858.0,1221.01,5.36,60.89,34.05,3.7,0.4984189935151936
MBS 2004-01,2004-06-15,2005-10,1.36,5.04,53.685,50.619,74.859,861.0,1158.11,5.61,60.88,34.02,3.93,-0.1986454778157008
MBS 2004-01,2004-06-15,2005-11,1.63,5.04,53.682,50.738,74.561,775.0,1297.44,5.59,60.9,33.93,3.96,-0.3980817269800393
MBS 2004-01,2004-06-15,2005-12,1.55,5.04,53.785,50.818,74.785,823.0,1379.37,5.6,60.91,33.85,4.04,0.3004251552420025
MBS 2004-01,2004-06-15,2006-01,1.26,5.04,53.964,51.002,75.231,867.0,1399.83,5.64,60.92,33.76,4.15,0.5963762786655051
MBS 2004-01,2004-06-15,2006-02,1.87,5.04,54.208,51.222,75.381,947.0,1371.59,5.58,60.94,33.7,4.25,0.1993858914543282
MBS 2004-01,2004-06-15,2006-03,1.98,5.04,54.556,51.606,75.827,922.0,1359.6,5.46,60.92,33.55,4.27,0.5916610286411668
MBS 2004-01,2004-06-15,2006-04,2.47,5.04,55.038,51.897,75.902,843.0,1419.73,5.42,60.93,33.45,4.33,0.0989093594629918
MBS 2004-01,2004-06-15,2006-05,2.56,5.04,55.6,52.082,76.05,774.0,1317.7,5.41,60.97,33.25,4.36,0.1949882743537668
MBS 2004-01,2004-06-15,2006-06,2.5,5.04,55.866,52.141,75.902,808.0,1295.15,5.48,60.97,33.12,4.47,-0.1946088099934202
MBS 2004-01,2004-06-15,2006-07,1.8,5.04,55.986,52.171,76.199,821.0,1297.82,5.79,60.97,33.12,4.63,0.3912940370477683
MBS 2004-01,2004-06-15,2006-08,1.55,5.04,56.121,52.273,76.645,808.0,1352.74,5.86,60.94,33.1,4.68,0.5853095184976154
MBS 2004-01,2004-06-15,2006-09,1.86,5.04,56.392,52.714,76.868,769.0,1371.41,5.77,60.94,33.07,4.64,0.290951790723464
MBS 2004-01,2004-06-15,2006-10,2.57,5.04,57.151,53.264,76.496,796.0,1364.55,5.69,60.92,33.02,4.57,-0.4839465056980797
MBS 2004-01,2004-06-15,2006-11,3.21,5.04,58.925,53.804,76.125,771.0,1432.21,5.69,60.9,32.99,4.6,-0.484992679355777
MBS 2004-01,2004-06-15,2006-12,2.86,5.04,60.024,54.11,76.348,788.0,1434.46,5.88,60.86,32.92,4.76,0.2929392446633813
MBS 2004-01,2004-06-15,2007-01,1.8,5.04,60.548,54.343,76.496,853.0,1360.23,6.11,60.85,32.87,4.92,0.1938492167443759
MBS 2004-01,2004-06-15,2007-02,1.69,5.04,60.768,54.505,77.017,856.0,1417.34,6.18,60.82,32.83,4.95,0.681081363731438
MBS 2004-01,2004-06-15,2007-03,1.18,5.04,60.88,54.727,77.464,833.0,1452.55,6.2,60.83,32.8,4.94,0.5803913421712126
MBS 2004-01,2004-06-15,2007-04,2.12,5.04,60.959,54.921,77.761,814.0,1542.24,6.13,60.8,32.7,4.95,0.3834039037488344
MBS 2004-01,2004-06-15,2007-05,2.53,5.04,60.979,54.954,77.836,773.0,1700.91,6.17,60.76,32.68,5.04,0.0964493769370286
MBS 2004-01,2004-06-15,2007-06,2.3,5.04,61.062,54.962,77.836,774.0,1743.6,6.13,60.74,32.65,5.03,0.0
MBS 2004-01,2004-06-15,2007-07,1.95,5.04,61.221,55.013,78.134,793.0,1933.27,6.24,60.69,32.6,5.05,0.3828562618839635
MBS 2004-01,2004-06-15,2007-08,1.63,5.04,61.336,55.081,78.208,760.0,1873.24,6.38,60.68,32.56,5.21,0.0947090895128856
MBS 2004-01,2004-06-15,2007-09,1.11,5.04,61.498,55.247,78.655,723.0,1946.48,6.52,60.66,32.57,5.34,0.5715527823240624
MBS 2004-01,2004-06-15,2007-10,2.55,5.04,61.656,55.376,78.803,727.0,2064.85,6.55,60.65,32.49,5.34,0.1881634988239732
MBS 2004-01,2004-06-15,2007-11,1.93,5.04,61.823,55.454,78.803,729.0,1906.0,6.59,60.62,32.45,5.43,0.0
MBS 2004-01,2004-06-15,2007-12,1.93,5.04,61.91,55.491,79.101,732.0,1897.13,6.85,60.59,32.46,5.73,0.3781581919470094
MBS 2004-01,2004-06-15,2008-01,1.49,5.04,62.08,55.577,79.472,771.0,1624.68,7.08,60.58,32.48,5.81,0.4690206192083477
MBS 2004-01,2004-06-15,2008-02,1.77,5.04,62.271,55.732,79.771,810.0,1711.62,6.72,60.56,32.53,5.28,0.3762331387155307
MBS 2004-01,2004-06-15,2008-03,2.01,5.04,62.746,56.091,80.515,803.0,1703.99,6.7,60.56,32.52,5.25,0.9326697672086344
MBS 2004-01,2004-06-15,2008-04,2.1,5.04,63.294,56.415,80.962,782.0,1825.47,6.8,60.49,32.55,5.38,0.5551760541514038
MBS 2004-01,2004-06-15,2008-05,2.01,5.04,63.679,56.576,81.63,749.0,1852.02,6.79,60.51,32.52,5.36,0.8250784318569108
MBS 2004-01,2004-06-15,2008-06,2.33,5.04,64.064,56.758,82.151,756.0,1674.92,6.77,60.53,32.51,5.36,0.6382457429866482
MBS 2004-01,2004-06-15,2008-07,2.04,5.04,64.314,56.882,82.747,760.0,1594.67,6.92,60.53,32.44,5.52,0.7254932989251545
MBS 2004-01,2004-06-15,2008-08,1.6,5.04,64.442,56.973,82.598,757.0,1474.24,7.16,60.5,32.44,5.77,-0.1800669510677135
MBS 2004-01,2004-06-15,2008-09,1.27,5.04,64.591,57.184,82.673,719.0,1448.06,7.25,60.48,32.46,5.79,0.0908012300539999
MBS 2004-01,2004-06-15,2008-10,1.04,5.04,64.557,57.258,82.598,735.0,1113.06,7.58,60.47,32.47,6.03,-0.0907188562166642
MBS 2004-01,2004-06-15,2008-11,1.0,5.04,64.297,57.066,82.375,745.0,1076.07,7.42,60.45,32.48,5.62,-0.2699823240272149
MBS 2004-01,2004-06-15,2008-12,0.83,5.04,63.833,56.424,82.375,784.0,1124.47,6.81,60.43,32.47,4.68,0.0
MBS 2004-01,2004-06-15,2009-01,0.78,5.04,63.479,55.893,82.45,843.0,1162.11,5.63,60.42,32.44,3.22,0.0910470409711718
MBS 2004-01,2004-06-15,2009-02,1.67,5.04,63.32,55.769,83.045,911.0,1063.03,5.38,60.39,32.44,2.7,0.721649484536081
MBS 2004-01,2004-06-15,2009-03,1.42,5.04,63.209,55.816,83.64,950.0,1206.26,5.43,60.38,32.39,2.45,0.7164790174002034
MBS 2004-01,2004-06-15,2009-04,2.62,5.04,63.247,55.911,83.862,927.0,1369.36,5.3,60.36,32.42,2.42,0.2654232424677118
MBS 2004-01,2004-06-15,2009-05,3.07,5.04,63.315,56.025,83.862,916.0,1395.89,5.25,60.34,32.4,2.41,0.0
MBS 2004-01,2004-06-15,2009-06,3.68,5.04,63.438,56.175,83.788,943.0,1390.07,5.25,60.34,32.29,2.41,-0.0882402041449024
MBS 2004-01,2004-06-15,2009-07,2.85,5.04,63.611,56.366,84.086,911.0,1557.29,5.29,60.35,32.17,2.41,0.3556595216498804
MBS 2004-01,2004-06-15,2009-08,2.71,5.04,63.812,56.637,84.384,886.0,1591.85,5.45,60.31,32.16,2.48,0.354399067621247
MBS 2004-01,2004-06-15,2009-09,2.11,5.04,64.268,57.444,84.459,809.0,1673.14,5.77,60.3,32.08,2.64,0.0888794084186609
MBS 2004-01,2004-06-15,2009-10,1.98,5.04,64.512,57.859,84.235,786.0,1580.69,5.9,60.31,32.05,2.79,-0.2652174427828931
MBS 2004-01,2004-06-15,2009-11,1.84,5.04,64.676,58.186,84.384,811.0,1555.6,5.87,60.28,32.09,2.79,0.1768860924793742
MBS 2004-01,2004-06-15,2009-12,2.36,5.04,64.768,58.336,84.682,821.0,1682.77,5.9,60.22,32.11,2.82,0.3531475161168015
MBS 2004-01,2004-06-15,2010-01,1.9,5.04,64.851,58.508,85.351,1087.0,1602.43,5.88,60.18,32.1,2.88,0.7900144068397026
MBS 2004-01,2004-06-15,2010-02,1.91,5.04,65.04,58.872,85.523,1076.0,1594.58,5.75,60.19,31.98,2.88,0.2015207789012396
MBS 2004-01,2004-06-15,2010-03,2.11,5.04,65.201,59.271,85.696,971.0,1692.85,5.47,60.16,32.02,2.83,0.20228476550168
MBS 2004-01,2004-06-15,2010-04,2.79,5.04,65.327,59.643,86.041,914.0,1741.56,5.07,60.19,31.94,2.51,0.4025858849887963
MBS 2004-01,2004-06-15,2010-05,2.33,5.04,65.358,59.886,86.128,780.0,1641.25,4.78,60.13,31.92,2.45,0.1011145849071992
MBS 2004-01,2004-06-15,2010-06,2.76,5.04,65.365,60.123,86.041,853.0,1698.29,4.62,60.07,31.89,2.45,-0.101012446591124
MBS 2004-01,2004-06-15,2010-07,3.23,5.04,65.303,60.282,86.214,903.0,1759.33,4.7,59.96,31.94,2.58,0.2010669332062642
MBS 2004-01,2004-06-15,2010-08,3.51,5.04,65.271,60.499,86.647,817.0,1742.75,4.81,59.89,31.86,2.63,0.5022386155380877
MBS 2004-01,2004-06-15,2010-09,3.35,5.04,65.333,60.887,87.337,844.0,1872.81,4.8,59.86,31.63,2.66,0.7963345528408343
MBS 2004-01,2004-06-15,2010-10,3.26,5.04,65.469,61.397,87.337,821.0,1882.95,4.74,59.86,31.53,2.66,0.0
MBS 2004-01,2004-06-15,2010-11,4.88,5.04,65.721,62.036,86.906,729.0,1904.63,4.65,59.84,31.46,2.73,-0.4934907313051712
MBS 2004-01,2004-06-15,2010-12,2.93,5.04,65.991,62.492,87.251,835.0,2051.0,4.67,59.86,31.47,2.8,0.3969806457551824
MBS 2004-01,2004-06-15,2011-01,2.67,5.04,66.3,63.026,88.288,889.0,2069.73,4.8,59.84,31.6,2.93,1.188525059884691
MBS 2004-01,2004-06-15,2011-02,3.03,5.04,66.83,64.046,88.892,986.0,1939.3,4.86,59.82,31.72,3.13,0.6841246828561064
MBS 2004-01,2004-06-15,2011-03,3.84,5.04,67.482,65.164,89.238,1014.0,2106.7,4.89,59.72,31.62,3.35,0.3892363767268186
MBS 2004-01,2004-06-15,2011-04,2.99,5.04,68.037,65.947,89.325,914.0,2192.36,4.88,59.71,31.66,3.4,0.0974920997781251
MBS 2004-01,2004-06-15,2011-05,4.09,5.04,68.511,66.492,89.497,799.0,2142.47,4.9,59.73,31.68,3.46,0.192555275678698
MBS 2004-01,2004-06-15,2011-06,3.13,5.04,68.848,66.926,89.67,821.0,2100.69,4.87,59.7,31.65,3.53,0.1933025688011909
MBS 2004-01,2004-06-15,2011-07,3.05,5.04,69.129,67.457,90.102,822.0,2133.21,4.9,59.67,31.57,3.59,0.4817664770826387
MBS 2004-01,2004-06-15,2011-08,2.86,5.04,69.47,68.189,90.707,750.0,1880.11,4.97,59.6,31.74,3.59,0.6714612328250091
MBS 2004-01,2004-06-15,2011-09,2.65,5.04,69.848,69.135,90.62,740.0,1769.65,5.0,59.61,31.65,3.58,-0.0959132150771044
MBS 2004-01,2004-06-15,2011-10,3.89,5.04,70.126,69.758,90.448,724.0,1909.03,5.01,59.49,31.73,3.58,-0.1898035753696879
MBS 2004-01,2004-06-15,2011-11,3.58,5.04,70.403,70.12,90.534,716.0,1847.51,5.01,59.43,31.8,3.56,0.0950822572085759
MBS 2004-01,2004-06-15,2011-12,2.75,5.04,70.521,70.181,90.879,739.0,1825.74,4.95,59.35,31.74,3.55,0.3810723043276546
MBS 2004-01,2004-06-15,2012-01,2.45,5.04,70.631,70.355,91.242,810.0,1955.79,5.06,59.32,31.72,3.55,0.399432212062192
MBS 2004-01,2004-06-15,2012-02,2.71,5.04,70.749,70.619,91.588,922.0,2030.25,5.02,59.26,31.74,3.53,0.379211328116426
MBS 2004-01,2004-06-15,2012-03,4.34,5.04,70.856,70.951,91.614,895.0,2014.04,5.0,59.11,31.89,3.54,0.028387998427753
MBS 2004-01,2004-06-15,2012-04,3.59,5.04,70.932,71.247,91.605,870.0,1981.99,4.94,59.04,31.73,3.54,-0.009823826052787
MBS 2004-01,2004-06-15,2012-05,3.83,5.04,70.967,71.376,91.769,792.0,1843.47,4.85,58.97,31.72,3.54,0.1790295289558446
MBS 2004-01,2004-06-15,2012-06,4.75,5.04,70.941,71.462,91.639,806.0,1854.01,4.76,59.05,31.78,3.54,-0.1416600377033744
MBS 2004-01,2004-06-15,2012-07,3.63,5.04,70.861,71.557,91.432,777.0,1881.99,4.64,58.99,31.92,3.34,-0.2258863584281732
MBS 2004-01,2004-06-15,2012-08,3.68,5.04,70.79,71.63,91.855,742.0,1905.12,4.41,59.07,31.84,3.19,0.4626389010412129
MBS 2004-01,2004-06-15,2012-09,5.12,5.04,70.683,71.868,92.512,736.0,1996.21,4.29,59.05,31.58,3.14,0.7152577431821855
MBS 2004-01,2004-06-15,2012-10,4.64,5.04,70.603,72.228,92.339,701.0,1912.06,4.23,59.06,31.43,2.93,-0.1870027672085803
MBS 2004-01,2004-06-15,2012-11,5.63,5.04,70.55,72.505,92.011,699.0,1932.9,4.19,58.95,31.59,2.85,-0.35521285697268
MBS 2004-01,2004-06-15,2012-12,3.53,5.04,70.501,72.654,92.175,719.0,1997.05,4.16,58.97,31.62,2.88,0.1782395583136815
MBS 2004-01,2004-06-15,2013-01,4.69,5.04,70.462,72.82,92.728,791.0,1961.94,4.17,58.83,31.48,2.86,0.5999457553566556
MBS 2004-01,2004-06-15,2013-02,0.04,5.04,70.421,73.017,93.038,904.0,2026.49,4.06,58.95,31.34,2.83,0.3343111034423284
MBS 2004-01,2004-06-15,2013-03,6.1,5.04,70.389,73.337,92.952,854.0,2004.89,3.97,58.7,31.43,2.81,-0.0924353489971823
MBS 2004-01,2004-06-15,2013-04,5.21,5.04,70.391,73.603,92.823,809.0,1963.95,3.86,58.59,31.13,2.8,-0.1387813064807695
MBS 2004-01,2004-06-15,2013-05,5.21,5.04,70.381,73.741,92.823,780.0,2001.05,3.77,58.71,30.81,2.72,0.0
MBS 2004-01,2004-06-15,2013-06,4.73,5.04,70.353,73.907,92.71,789.0,1863.32,3.73,58.66,30.74,2.69,-0.1217370694763146
MBS 2004-01,2004-06-15,2013-07,2.44,5.04,70.351,74.179,92.909,813.0,1914.03,3.77,58.73,30.84,2.68,0.2146478265559403
MBS 2004-01,2004-06-15,2013-08,4.44,5.04,70.323,74.598,93.238,768.0,1926.36,3.8,58.88,30.91,2.66,0.3541099355283056
MBS 2004-01,2004-06-15,2013-09,3.14,5.04,70.36,75.2,93.419,709.0,1996.96,3.82,58.76,30.88,2.66,0.1941268581479626
MBS 2004-01,2004-06-15,2013-10,3.8,5.04,70.503,75.872,93.134,707.0,2030.09,3.81,58.89,30.81,2.66,-0.3050771256382498
MBS 2004-01,2004-06-15,2013-11,3.94,5.04,70.626,76.363,93.116,684.0,2044.87,3.77,58.8,30.81,2.65,-0.0193269912169569
MBS 2004-01,2004-06-15,2013-12,2.7,5.04,70.762,76.805,93.229,751.0,2011.34,3.74,58.67,30.98,2.65,0.1213540100519776
MBS 2004-01,2004-06-15,2014-01,2.67,5.04,70.842,77.123,93.73,817.0,1941.15,3.75,58.65,31.12,2.65,0.5373864355511748
MBS 2004-01,2004-06-15,2014-02,4.93,5.04,70.957,77.492,93.98,1036.0,1979.99,3.71,58.89,31.25,2.65,0.2667235676944414
MBS 2004-01,2004-06-15,2014-03,5.97,5.04,71.157,77.901,94.153,974.0,1985.61,3.69,58.86,31.63,2.65,0.1840817195147923
MBS 2004-01,2004-06-15,2014-04,5.33,5.04,71.304,78.175,94.214,1006.0,1961.79,3.69,58.87,31.58,2.65,0.0647881639459102
MBS 2004-01,2004-06-15,2014-05,5.41,5.04,71.351,78.287,94.369,928.0,1994.96,3.63,58.78,31.56,2.65,0.1645190735984048
MBS 2004-01,2004-06-15,2014-06,1.49,5.04,71.401,78.424,94.248,930.0,2002.21,3.58,58.87,31.48,2.65,-0.1282200722694901
MBS 2004-01,2004-06-15,2014-07,4.84,5.04,71.466,78.564,94.386,893.0,2076.12,3.53,58.74,31.56,2.65,0.1464222052457251
MBS 2004-01,2004-06-15,2014-08,2.25,5.04,71.562,78.74,94.551,868.0,2068.54,3.5,58.7,31.72,2.52,0.1748140614074187
MBS 2004-01,2004-06-15,2014-09,5.26,5.04,71.758,79.01,94.49,826.0,2020.09,3.5,58.6,31.49,2.35,-0.0645154466901535
MBS 2004-01,2004-06-15,2014-10,4.14,5.04,71.97,79.269,94.205,831.0,1964.43,3.38,58.59,31.45,2.21,-0.3016192189649662
MBS 2004-01,2004-06-15,2014-11,4.89,5.04,72.116,79.488,94.015,801.0,1980.78,3.3,58.46,31.34,2.14,-0.201687808502731
MBS 2004-01,2004-06-15,2014-12,6.43,5.04,72.249,79.744,94.006,860.0,1915.59,3.33,58.39,31.23,2.13,-0.0095729404882203
MBS 2004-01,2004-06-15,2015-01,2.05,5.04,72.345,79.955,94.643,903.0,1949.26,3.34,58.25,31.45,2.13,0.6776163223624029
MBS 2004-01,2004-06-15,2015-02,4.72,5.04,72.509,80.228,94.587,1070.0,1985.8,3.24,57.97,31.37,2.12,-0.059169722007964
MBS 2004-01,2004-06-15,2015-03,5.96,5.04,72.809,80.703,94.596,1016.0,2041.03,2.97,57.95,31.21,1.95,0.0095150496368426
MBS 2004-01,2004-06-15,2015-04,7.6,5.04,73.169,81.199,94.625,1010.0,2127.17,2.81,57.57,31.21,1.81,0.0306566873863549
MBS 2004-01,2004-06-15,2015-05,6.23,5.04,73.441,81.538,94.89,984.0,2114.8,3.06,57.54,31.14,1.8,0.2800528401585211
MBS 2004-01,2004-06-15,2015-06,5.9,5.04,73.778,81.977,94.909,1012.0,2074.2,3.01,57.4,30.4,1.7,0.0200231847402312
MBS 2004-01,2004-06-15,2015-07,4.34,5.04,74.092,82.395,95.08,962.0,2030.16,2.96,57.14,30.44,1.65,0.180172586372201
MBS 2004-01,2004-06-15,2015-08,2.69,5.04,74.381,82.756,95.213,897.0,1941.49,2.94,57.05,30.7,1.64,0.1398822044593979
MBS 2004-01,2004-06-15,2015-09,2.19,5.04,74.731,83.214,94.966,836.0,1962.81,2.92,57.34,30.71,1.6,-0.2594183567370001
MBS 2004-01,2004-06-15,2015-10,0.32,5.04,74.984,83.55,94.966,804.0,2029.47,2.9,57.37,30.81,1.58,0.0
MBS 2004-01,2004-06-15,2015-11,1.81,5.04,75.304,83.964,94.786,801.0,1991.97,3.04,57.31,30.18,1.59,-0.1895415201229836
MBS 2004-01,2004-06-15,2015-12,3.08,5.04,75.441,84.181,95.07,836.0,1961.31,3.12,57.49,30.33,1.67,0.2996223070917559
MBS 2004-01,2004-06-15,2016-01,2.85,5.04,75.504,84.343,95.232,913.0,1912.06,3.1,57.44,30.28,1.67,0.1704007573367057
MBS 2004-01,2004-06-15,2016-02,2.48,5.04,75.558,84.5,95.64,1153.0,1916.66,2.99,57.61,30.68,1.64,0.4284274193548401
MBS 2004-02,2004-07-28,2004-07,0.18,5.0,52.603,51.04,72.561,858.0,735.34,5.93,61.51,24.01,3.91,0.612875941152827
MBS 2004-02,2004-07-28,2004-08,0.39,5.0,52.394,50.554,73.191,842.0,803.57,5.8,61.52,24.03,3.7,0.8682350022739425
MBS 2004-02,2004-07-28,2004-09,0.41,5.0,52.283,50.314,73.191,784.0,835.09,5.63,61.53,24.02,3.52,0.0
MBS 2004-02,2004-07-28,2004-10,0.8,5.0,52.157,50.09,73.191,801.0,834.84,5.57,61.53,24.01,3.52,0.0
MBS 2004-02,2004-07-28,2004-11,0.49,5.0,51.926,49.714,72.75,813.0,878.06,5.47,61.54,24.03,3.42,-0.6025330983317655
MBS 2004-02,2004-07-28,2004-12,0.64,5.0,51.71,49.32,72.877,894.0,895.92,5.41,61.56,23.99,3.39,0.1745704467353888
MBS 2004-02,2004-07-28,2005-01,0.63,5.0,51.567,49.086,73.594,979.0,932.7,5.45,61.58,24.04,3.47,0.9838494998421982
MBS 2004-02,2004-07-28,2005-02,0.7,5.0,51.732,49.185,73.892,983.0,1011.36,5.53,61.59,24.04,3.59,0.4049243144821614
MBS 2004-02,2004-07-28,2005-03,1.11,5.0,51.93,49.404,74.338,949.0,965.68,5.48,61.62,24.04,3.55,0.6035836085097142
MBS 2004-02,2004-07-28,2005-04,1.24,5.0,52.229,49.582,74.413,896.0,911.3,5.32,61.63,23.99,3.52,0.1008905270521171
MBS 2004-02,2004-07-28,2005-05,2.01,5.0,52.512,49.638,74.338,840.0,970.21,5.15,61.67,23.89,3.51,-0.1007888406595659
MBS 2004-02,2004-07-28,2005-06,2.56,5.0,52.94,49.721,74.114,864.0,1008.16,5.13,61.76,23.82,3.51,-0.3013263741289644
MBS 2004-02,2004-07-28,2005-07,1.74,5.0,53.379,49.775,74.413,875.0,1111.29,5.18,61.82,23.7,3.51,0.4034325498556175
MBS 2004-02,2004-07-28,2005-08,1.39,5.0,53.573,49.874,74.636,832.0,1083.33,5.26,61.82,23.71,3.5,0.2996788195610968
MBS 2004-02,2004-07-28,2005-09,1.19,5.0,53.702,50.277,75.008,858.0,1221.01,5.36,61.83,23.65,3.7,0.4984189935151936
MBS 2004-02,2004-07-28,2005-10,1.52,5.0,53.685,50.619,74.859,861.0,1158.11,5.61,61.86,23.58,3.93,-0.1986454778157008
MBS 2004-02,2004-07-28,2005-11,0.98,5.0,53.682,50.738,74.561,775.0,1297.44,5.59,61.89,23.59,3.96,-0.3980817269800393
MBS 2004-02,2004-07-28,2005-12,1.38,5.0,53.785,50.818,74.785,823.0,1379.37,5.6,61.91,23.52,4.04,0.3004251552420025
MBS 2004-02,2004-07-28,2006-01,1.35,5.0,53.964,51.002,75.231,867.0,1399.83,5.64,61.95,23.47,4.15,0.5963762786655051
MBS 2004-02,2004-07-28,2006-02,1.53,5.0,54.208,51.222,75.381,947.0,1371.59,5.58,61.99,23.36,4.25,0.1993858914543282
MBS 2004-02,2004-07-28,2006-03,1.93,5.0,54.556,51.606,75.827,922.0,1359.6,5.46,62.05,23.16,4.27,0.5916610286411668
MBS 2004-02,2004-07-28,2006-04,1.65,5.0,55.038,51.897,75.902,843.0,1419.73,5.42,62.06,23.09,4.33,0.0989093594629918
MBS 2004-02,2004-07-28,2006-05,1.9,5.0,55.6,52.082,76.05,774.0,1317.7,5.41,62.07,23.07,4.36,0.1949882743537668
MBS 2004-02,2004-07-28,2006-06,2.2,5.0,55.866,52.141,75.902,808.0,1295.15,5.48,62.11,23.05,4.47,-0.1946088099934202
MBS 2004-02,2004-07-28,2006-07,1.49,5.0,55.986,52.171,76.199,821.0,1297.82,5.79,62.09,23.05,4.63,0.3912940370477683
MBS 2004-02,2004-07-28,2006-08,1.42,5.0,56.121,52.273,76.645,808.0,1352.74,5.86,62.12,23.04,4.68,0.5853095184976154
MBS 2004-02,2004-07-28,2006-09,1.48,5.0,56.392,52.714,76.868,769.0,1371.41,5.77,62.15,23.01,4.64,0.290951790723464
MBS 2004-02,2004-07-28,2006-10,1.93,5.0,57.151,53.264,76.496,796.0,1364.55,5.69,62.15,22.97,4.57,-0.4839465056980797
MBS 2004-02,2004-07-28,2006-11,2.36,5.0,58.925,53.804,76.125,771.0,1432.21,5.69,62.16,22.94,4.6,-0.484992679355777
MBS 2004-02,2004-07-28,2006-12,2.12,5.0,60.024,54.11,76.348,788.0,1434.46,5.88,62.19,22.83,4.76,0.2929392446633813
MBS 2004-02,2004-07-28,2007-01,1.22,5.0,60.548,54.343,76.496,853.0,1360.23,6.11,62.18,22.87,4.92,0.1938492167443759
MBS 2004-02,2004-07-28,2007-02,1.54,5.0,60.768,54.505,77.017,856.0,1417.34,6.18,62.19,22.87,4.95,0.681081363731438
MBS 2004-02,2004-07-28,2007-03,1.37,5.0,60.88,54.727,77.464,833.0,1452.55,6.2,62.2,22.82,4.94,0.5803913421712126
MBS 2004-02,2004-07-28,2007-04,1.49,5.0,60.959,54.921,77.761,814.0,1542.24,6.13,62.2,22.84,4.95,0.3834039037488344
MBS 2004-02,2004-07-28,2007-05,1.8,5.0,60.979,54.954,77.836,773.0,1700.91,6.17,62.17,22.87,5.04,0.0964493769370286
MBS 2004-02,2004-07-28,2007-06,1.71,5.0,61.062,54.962,77.836,774.0,1743.6,6.13,62.12,22.92,5.03,0.0
MBS 2004-02,2004-07-28,2007-07,1.99,5.0,61.221,55.013,78.134,793.0,1933.27,6.24,62.16,22.82,5.05,0.3828562618839635
MBS 2004-02,2004-07-28,2007-08,1.44,5.0,61.336,55.081,78.208,760.0,1873.24,6.38,62.15,22.81,5.21,0.0947090895128856
MBS 2004-02,2004-07-28,2007-09,1.09,5.0,61.498,55.247,78.655,723.0,1946.48,6.52,62.16,22.72,5.34,0.5715527823240624
MBS 2004-02,2004-07-28,2007-10,1.47,5.0,61.656,55.376,78.803,727.0,2064.85,6.55,62.18,22.7,5.34,0.1881634988239732
MBS 2004-02,2004-07-28,2007-11,1.78,5.0,61.823,55.454,78.803,729.0,1906.0,6.59,62.18,22.7,5.43,0.0
MBS 2004-02,2004-07-28,2007-12,1.55,5.0,61.91,55.491,79.101,732.0,1897.13,6.85,62.19,22.7,5.73,0.3781581919470094
MBS 2004-02,2004-07-28,2008-01,1.39,5.0,62.08,55.577,79.472,771.0,1624.68,7.08,62.2,22.71,5.81,0.4690206192083477
MBS 2004-02,2004-07-28,2008-02,1.28,5.0,62.271,55.732,79.771,810.0,1711.62,6.72,62.21,22.66,5.28,0.3762331387155307
