통계표,계정항목,단위,변환,2004/Q1,2004/Q2,2004/Q3,2004/Q4,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3,2018/Q4,2019/Q1,2019/Q2,2019/Q3,2019/Q4,2020/Q1,2020/Q2,2020/Q3,2020/Q4,2021/Q1,2021/Q2,2021/Q3,2021/Q4,2022/Q1
"2.1.2.1.1. 경제활동별 GDP 및 GNI(계절조정, 명목, 분기)","국내총생산(시장가격, GDP)","십억원 ","원자료","222,334.9","226,266.9","228,855.3","230,982.2","233,239.4","237,019.1","241,872.5","245,316.7","246,614.4","248,152.7","253,912.6","256,921.7","263,441.3","269,569.3","274,329.9","282,319.7","283,234.3","290,039.1","293,765.3","287,177.8","289,784.1","298,340.2","307,751.3","309,472.2","320,326.5","329,462.5","333,669.4","339,152.8","340,957.3","343,885.9","348,648.5","355,445.5","357,741.4","358,200.5","359,965.8","364,203.7","368,435.7","373,118.7","377,743.4","381,521.3","387,113.9","388,610.5","390,535.4","396,669.2","408,684.6","411,777.9","417,096.4","420,461.5","429,164.5","435,019.8","434,707.3","441,888","450,590.5","454,357.1","467,730.3","463,020.3","468,070.4","472,615.9","479,430.9","478,075.4","474,926.7","480,818.3","482,306.9","486,446.1","480,212.7","475,812.9","489,772.8","494,927.7","504,874.5","514,696.4","521,818.2","530,268.9","532,765.7"
