MBS 2015-28,2015-12-11,2015-12,5762,500150612.157,500150612,2496638,5386494,0.5,494764118,0.1,0
MBS 2015-27,2015-12-04,2015-12,3958,399185261.173,399185261,3505832,5980376,0.88,393204885,0.1,0
MBS 2015-26,2015-11-20,2015-12,8625,812993678.436,807420740,4318694,6445850,0.53,800974890,0.1,0
MBS 2015-26,2015-11-20,2015-11,8625,812993678.436,812993678,2594504,5572938,0.32,807420740,0.1,0
MBS 2015-25,2015-11-06,2015-12,12355,1210415842.913,1197152053,8104267,11441845,0.68,1185710208,0.1,0
MBS 2015-25,2015-11-06,2015-11,12355,1210415842.913,1210415843,6149294,13263790,0.51,1197152053,0.1,0
MBS 2015-24,2015-10-23,2015-12,10843,1101389054.782,1083295882,7032799,10194988,0.65,1073100894,0.1,0
MBS 2015-24,2015-10-23,2015-11,10843,1101389054.782,1092820385,6298335,9524503,0.58,1083295882,0.1,0
MBS 2015-24,2015-10-23,2015-10,10843,1101389054.782,1101389055,4786884,8568670,0.43,1092820385,0.1,0
MBS 2015-23,2015-10-12,2015-12,8894,947351914.758,927668090,5202346,7544876,0.56,920123214,0.1,0
MBS 2015-23,2015-10-12,2015-11,8894,947351914.758,936853913,6654049,9185823,0.71,927668090,0.1,0
MBS 2015-23,2015-10-12,2015-10,8894,947351914.758,947351915,5255905,10498002,0.55,936853913,0.1,0
MBS 2015-22,2015-09-18,2015-12,11982,1198597663.326,1164166656,9332956,12506272,0.8,1151660384,0.1,0
MBS 2015-22,2015-09-18,2015-11,11982,1198597663.326,1177752300,10076313,13585644,0.86,1164166656,0.1,0
MBS 2015-22,2015-09-18,2015-10,11982,1198597663.326,1189130451,8305197,11378151,0.7,1177752300,0.1,0
MBS 2015-22,2015-09-18,2015-09,11982,1198597663.326,1198597663,4903539,9467212,0.41,1189130451,0.1,0
MBS 2015-21,2015-09-04,2015-12,11992,1199963955.572,1162527425,8316990,11406304,0.72,1151121121,0.1,0
MBS 2015-21,2015-09-04,2015-11,11992,1199963955.572,1172909854,7242073,10382429,0.62,1162527425,0.1,0
MBS 2015-21,2015-09-04,2015-10,11992,1199963955.572,1186074888,10267606,13165034,0.87,1172909854,0.1,0
MBS 2015-21,2015-09-04,2015-09,11992,1199963955.572,1199963956,6180334,13889068,0.52,1186074888,0.1,0
MBS 2015-20,2015-08-21,2015-12,12269,1209397002.849,1167496735,8913231,12035925,0.76,1155460810,0.1,0
MBS 2015-20,2015-08-21,2015-11,12269,1209397002.849,1179666431,9012386,12169696,0.76,1167496735,0.1,0
MBS 2015-20,2015-08-21,2015-10,12269,1209397002.849,1193472356,10756441,13805925,0.9,1179666431,0.1,0
MBS 2015-20,2015-08-21,2015-09,12269,1209397002.849,1201894662,5313034,8422306,0.44,1193472356,0.1,0
MBS 2015-20,2015-08-21,2015-08,12269,1209397002.849,1209397003,4152418,7502341,0.34,1201894662,0.1,0
MBS 2015-19,2015-08-17,2015-12,1111,147973060.703,133841485,2069116,2160843,1.55,131680642,0.09,0
MBS 2015-19,2015-08-17,2015-11,1111,147973060.703,137049057,3123053,3207572,2.28,133841485,0.09,0
MBS 2015-19,2015-08-17,2015-10,1111,147973060.703,140277876,3143020,3228819,2.24,137049057,0.09,0
MBS 2015-19,2015-08-17,2015-09,1111,147973060.703,143469430,2975730,3191554,2.07,140277876,0.09,0
MBS 2015-19,2015-08-17,2015-08,1111,147973060.703,147973061,3398604,4503631,2.3,143469430,0.1,0
MBS 2015-18,2015-08-07,2015-12,7917,776607731.472,742324117,7568948,9850218,1.02,732473899,0.09,0
MBS 2015-18,2015-08-07,2015-11,7917,776607731.472,751413473,6703066,9089356,0.89,742324117,0.1,0
MBS 2015-18,2015-08-07,2015-10,7917,776607731.472,760863373,7282138,9449900,0.96,751413473,0.1,0
MBS 2015-18,2015-08-07,2015-09,7917,776607731.472,767436091,4301653,6572718,0.56,760863373,0.1,0
MBS 2015-18,2015-08-07,2015-08,7917,776607731.472,776607731,3801141,9171640,0.49,767436091,0.1,0
MBS 2015-17,2015-07-24,2015-12,51441,4974844478.122,4723238258,48323692,59634531,1.02,4663603727,0.09,0
MBS 2015-17,2015-07-24,2015-11,51441,4974844478.122,4782843925,48047545,59605667,1,4723238258,0.09,0
